FIPS,life_expectancy,mortality_risk_0-5,mortality_risk_5-25,mortality_risk_25-45,mortality_risk_45-65,mortality_risk_65-85
27081,"80.48 (79.71, 81.29)","0.44 (0.37, 0.53)","0.66 (0.56, 0.77)","2.18 (1.91, 2.46)","10.17 (9.17, 11.15)","45.50 (42.56, 48.13)"
27083,"80.75 (80.18, 81.33)","0.45 (0.39, 0.52)","0.59 (0.52, 0.66)","2.09 (1.90, 2.28)","9.25 (8.64, 9.90)","45.66 (43.63, 47.56)"
27087,"76.75 (75.57, 77.80)","0.88 (0.73, 1.05)","1.17 (0.99, 1.38)","3.60 (3.18, 4.08)","14.59 (13.22, 16.11)","53.07 (49.94, 56.30)"
27089,"82.05 (81.38, 82.73)","0.42 (0.36, 0.49)","0.63 (0.54, 0.73)","1.94 (1.73, 2.15)","8.44 (7.69, 9.17)","39.84 (37.66, 42.03)"
27091,"81.16 (80.62, 81.74)","0.42 (0.37, 0.49)","0.62 (0.54, 0.70)","1.97 (1.78, 2.17)","9.45 (8.79, 10.14)","43.43 (41.56, 45.17)"
27085,"81.30 (80.80, 81.80)","0.41 (0.36, 0.47)","0.63 (0.56, 0.70)","1.84 (1.69, 2.01)","8.85 (8.29, 9.44)","44.01 (42.18, 45.76)"
27093,"80.63 (80.05, 81.20)","0.45 (0.39, 0.52)","0.68 (0.60, 0.77)","2.10 (1.91, 2.31)","9.48 (8.87, 10.12)","45.94 (43.99, 47.88)"
27095,"78.72 (78.16, 79.30)","0.58 (0.51, 0.66)","0.88 (0.77, 0.99)","2.59 (2.38, 2.82)","11.97 (11.28, 12.73)","50.56 (48.81, 52.35)"
27097,"80.28 (79.76, 80.81)","0.53 (0.46, 0.59)","0.80 (0.71, 0.90)","2.20 (2.02, 2.39)","10.24 (9.63, 10.87)","45.58 (43.99, 47.26)"
27099,"81.63 (81.20, 82.07)","0.40 (0.36, 0.46)","0.58 (0.51, 0.65)","1.91 (1.76, 2.06)","9.01 (8.51, 9.56)","41.86 (40.37, 43.40)"
27101,"81.53 (80.85, 82.24)","0.41 (0.35, 0.49)","0.60 (0.52, 0.70)","1.99 (1.76, 2.23)","8.75 (8.01, 9.50)","42.45 (40.13, 44.78)"
27103,"81.99 (81.47, 82.51)","0.40 (0.35, 0.46)","0.47 (0.42, 0.52)","1.67 (1.52, 1.83)","7.96 (7.41, 8.53)","42.45 (40.55, 44.24)"
27105,"81.35 (80.85, 81.88)","0.42 (0.37, 0.48)","0.56 (0.50, 0.63)","1.96 (1.79, 2.15)","8.91 (8.29, 9.55)","43.59 (41.77, 45.43)"
27107,"79.27 (78.44, 80.09)","0.53 (0.45, 0.62)","0.77 (0.65, 0.89)","2.46 (2.20, 2.74)","11.29 (10.32, 12.28)","49.31 (46.79, 51.95)"
27109,"82.24 (81.87, 82.61)","0.45 (0.42, 0.49)","0.57 (0.52, 0.62)","1.68 (1.58, 1.78)","8.16 (7.79, 8.55)","40.22 (38.95, 41.52)"
27111,"80.45 (79.97, 80.90)","0.49 (0.43, 0.55)","0.77 (0.69, 0.86)","2.19 (2.04, 2.36)","9.76 (9.32, 10.25)","45.77 (44.33, 47.16)"
27113,"79.73 (79.01, 80.44)","0.54 (0.46, 0.63)","0.77 (0.67, 0.89)","2.41 (2.17, 2.66)","10.71 (9.88, 11.58)","47.35 (44.93, 49.64)"
27115,"79.30 (78.70, 79.87)","0.59 (0.51, 0.67)","0.85 (0.76, 0.96)","2.51 (2.30, 2.76)","11.25 (10.55, 11.96)","48.36 (46.37, 50.47)"
27117,"80.33 (79.67, 81.03)","0.45 (0.38, 0.53)","0.68 (0.59, 0.79)","2.24 (1.99, 2.50)","10.42 (9.54, 11.37)","45.44 (43.15, 47.64)"
27119,"78.94 (78.39, 79.51)","0.57 (0.51, 0.64)","0.80 (0.72, 0.89)","2.60 (2.39, 2.81)","11.55 (10.80, 12.24)","50.46 (48.59, 52.20)"
27121,"80.92 (80.24, 81.52)","0.44 (0.38, 0.50)","0.65 (0.57, 0.75)","2.06 (1.86, 2.29)","9.51 (8.76, 10.35)","44.16 (42.11, 46.47)"
27123,"79.98 (79.73, 80.23)","0.59 (0.56, 0.61)","0.53 (0.51, 0.56)","2.02 (1.95, 2.10)","10.53 (10.25, 10.81)","47.82 (46.90, 48.64)"
27125,"79.29 (78.10, 80.48)","0.56 (0.45, 0.69)","0.84 (0.68, 1.00)","2.64 (2.28, 3.06)","11.58 (10.33, 13.04)","47.80 (44.34, 51.46)"
27127,"80.04 (79.42, 80.65)","0.47 (0.41, 0.54)","0.78 (0.67, 0.89)","2.25 (2.03, 2.49)","10.20 (9.52, 11.01)","47.46 (45.38, 49.56)"
27129,"79.67 (79.08, 80.26)","0.50 (0.43, 0.57)","0.78 (0.68, 0.89)","2.42 (2.19, 2.65)","10.63 (9.88, 11.45)","48.11 (46.02, 50.21)"
27131,"81.12 (80.70, 81.55)","0.39 (0.35, 0.44)","0.52 (0.47, 0.57)","1.84 (1.71, 1.98)","8.69 (8.19, 9.17)","46.01 (44.39, 47.55)"
27133,"79.89 (79.17, 80.60)","0.48 (0.40, 0.58)","0.73 (0.63, 0.86)","2.35 (2.11, 2.60)","10.31 (9.38, 11.23)","48.44 (46.11, 50.82)"
27135,"80.24 (79.55, 80.98)","0.53 (0.45, 0.61)","0.78 (0.68, 0.89)","2.29 (2.07, 2.53)","9.96 (9.20, 10.77)","45.92 (43.54, 48.08)"
27137,"79.24 (78.90, 79.54)","0.51 (0.47, 0.55)","0.63 (0.59, 0.67)","2.42 (2.30, 2.54)","11.28 (10.93, 11.66)","50.06 (49.00, 51.17)"
27139,"81.95 (81.58, 82.35)","0.33 (0.29, 0.36)","0.52 (0.47, 0.57)","1.39 (1.30, 1.48)","7.79 (7.41, 8.20)","44.27 (42.80, 45.80)"
27141,"81.12 (80.67, 81.59)","0.40 (0.36, 0.45)","0.54 (0.48, 0.60)","1.66 (1.54, 1.78)","8.48 (8.05, 8.95)","46.77 (45.07, 48.38)"
27143,"80.88 (80.21, 81.48)","0.39 (0.34, 0.46)","0.62 (0.54, 0.71)","1.94 (1.75, 2.16)","9.52 (8.84, 10.29)","45.43 (43.35, 47.68)"
27145,"82.10 (81.73, 82.48)","0.44 (0.40, 0.48)","0.47 (0.43, 0.51)","1.67 (1.58, 1.78)","8.34 (7.98, 8.71)","41.13 (39.87, 42.39)"
27147,"81.68 (81.20, 82.17)","0.38 (0.34, 0.44)","0.54 (0.48, 0.61)","1.69 (1.54, 1.84)","8.33 (7.81, 8.88)","43.35 (41.68, 45.13)"
27149,"82.22 (81.52, 82.97)","0.41 (0.34, 0.48)","0.48 (0.41, 0.55)","1.78 (1.58, 2.01)","8.22 (7.47, 9.01)","40.24 (37.77, 42.54)"
27151,"81.13 (80.40, 81.85)","0.42 (0.36, 0.49)","0.65 (0.56, 0.75)","1.96 (1.76, 2.19)","9.71 (8.88, 10.57)","43.05 (40.87, 45.23)"
27153,"80.71 (80.10, 81.28)","0.51 (0.45, 0.58)","0.68 (0.60, 0.77)","2.12 (1.93, 2.32)","9.71 (9.10, 10.35)","44.54 (42.68, 46.38)"
27155,"81.04 (80.16, 81.88)","0.48 (0.40, 0.57)","0.64 (0.54, 0.77)","2.16 (1.91, 2.47)","9.77 (8.76, 10.81)","42.46 (39.72, 45.27)"
27157,"81.65 (81.08, 82.21)","0.40 (0.35, 0.47)","0.61 (0.53, 0.70)","1.85 (1.68, 2.03)","8.48 (7.91, 9.06)","42.64 (40.70, 44.66)"
27159,"78.83 (78.12, 79.56)","0.59 (0.51, 0.68)","0.81 (0.70, 0.93)","2.61 (2.33, 2.90)","11.84 (10.97, 12.77)","50.47 (48.19, 52.60)"
27161,"81.59 (81.06, 82.16)","0.39 (0.33, 0.45)","0.55 (0.48, 0.61)","1.73 (1.57, 1.90)","8.64 (7.99, 9.26)","43.09 (41.05, 45.08)"
27163,"81.97 (81.64, 82.29)","0.37 (0.34, 0.40)","0.50 (0.47, 0.54)","1.37 (1.30, 1.44)","7.29 (7.00, 7.59)","44.75 (43.60, 45.97)"
27165,"80.84 (80.19, 81.51)","0.45 (0.38, 0.52)","0.64 (0.56, 0.74)","2.08 (1.87, 2.32)","9.52 (8.72, 10.29)","44.47 (42.24, 46.74)"
27167,"79.50 (78.63, 80.34)","0.54 (0.44, 0.64)","0.72 (0.61, 0.84)","2.37 (2.10, 2.70)","10.98 (10.03, 12.02)","48.39 (45.89, 51.11)"
27169,"80.99 (80.54, 81.44)","0.45 (0.40, 0.51)","0.47 (0.43, 0.51)","1.95 (1.80, 2.11)","9.18 (8.70, 9.70)","45.52 (43.81, 47.07)"
27171,"81.17 (80.76, 81.54)","0.39 (0.36, 0.43)","0.62 (0.56, 0.68)","1.71 (1.61, 1.82)","8.71 (8.31, 9.13)","45.71 (44.34, 47.21)"
27173,"80.85 (80.19, 81.53)","0.44 (0.38, 0.52)","0.70 (0.60, 0.81)","2.09 (1.86, 2.33)","9.69 (8.86, 10.50)","44.16 (41.90, 46.38)"
28,"74.91 (74.82, 75.00)","1.02 (1.01, 1.04)","1.24 (1.22, 1.25)","4.18 (4.14, 4.22)","16.97 (16.84, 17.10)","58.28 (58.02, 58.56)"
28001,"74.09 (73.51, 74.74)","1.15 (1.04, 1.27)","1.35 (1.22, 1.49)","4.84 (4.48, 5.19)","18.13 (17.25, 19.07)","58.73 (56.85, 60.45)"
28003,"74.16 (73.58, 74.73)","0.95 (0.85, 1.06)","1.35 (1.23, 1.49)","4.38 (4.08, 4.72)","18.16 (17.32, 19.07)","60.89 (59.13, 62.56)"
28005,"76.19 (75.42, 76.90)","0.93 (0.81, 1.05)","1.36 (1.21, 1.53)","3.99 (3.66, 4.38)","15.21 (14.24, 16.25)","52.95 (50.66, 55.30)"
28007,"73.58 (72.93, 74.28)","1.19 (1.05, 1.34)","1.68 (1.51, 1.87)","4.92 (4.53, 5.31)","17.78 (16.77, 18.83)","61.81 (59.88, 63.59)"
28009,"74.64 (73.71, 75.58)","1.16 (1.00, 1.34)","1.55 (1.35, 1.78)","4.46 (4.03, 4.94)","17.80 (16.41, 19.13)","56.53 (53.71, 59.38)"
28011,"71.72 (71.10, 72.35)","1.37 (1.25, 1.50)","1.43 (1.32, 1.55)","5.89 (5.49, 6.29)","21.46 (20.45, 22.47)","65.38 (63.56, 67.12)"
28013,"74.73 (73.99, 75.55)","1.16 (1.02, 1.30)","1.47 (1.31, 1.66)","4.42 (4.04, 4.83)","17.03 (15.89, 18.21)","56.73 (54.33, 58.79)"
28015,"76.49 (75.68, 77.31)","1.08 (0.93, 1.23)","1.31 (1.15, 1.48)","3.98 (3.61, 4.42)","14.90 (13.86, 16.04)","51.01 (48.54, 53.62)"
28017,"75.35 (74.61, 76.05)","1.10 (0.97, 1.25)","1.34 (1.19, 1.50)","4.06 (3.71, 4.43)","16.35 (15.40, 17.37)","56.12 (53.92, 58.35)"
28019,"76.48 (75.61, 77.28)","1.03 (0.89, 1.20)","1.26 (1.10, 1.44)","3.73 (3.34, 4.16)","15.10 (13.90, 16.32)","51.52 (48.84, 54.00)"
28021,"73.11 (72.25, 73.99)","1.38 (1.21, 1.57)","1.51 (1.35, 1.68)","5.27 (4.78, 5.81)","19.62 (18.20, 21.12)","59.30 (56.44, 61.99)"
28023,"75.04 (74.31, 75.78)","1.08 (0.96, 1.21)","1.49 (1.32, 1.67)","4.36 (4.00, 4.76)","16.20 (15.23, 17.32)","57.13 (54.93, 59.29)"
28025,"75.10 (74.44, 75.80)","1.11 (0.99, 1.25)","1.26 (1.13, 1.42)","4.24 (3.90, 4.60)","17.14 (16.14, 18.18)","56.06 (53.87, 58.21)"
28027,"71.14 (70.43, 71.79)","1.66 (1.52, 1.80)","1.79 (1.64, 1.95)","6.22 (5.77, 6.66)","22.60 (21.53, 23.76)","63.85 (61.93, 65.83)"
28029,"74.47 (73.81, 75.11)","1.16 (1.05, 1.29)","1.37 (1.24, 1.51)","4.70 (4.36, 5.06)","18.10 (17.11, 18.99)","56.67 (54.79, 58.70)"
28031,"73.58 (72.84, 74.24)","1.23 (1.10, 1.37)","1.58 (1.41, 1.76)","4.63 (4.26, 5.02)","18.07 (17.02, 19.20)","62.76 (60.65, 64.99)"
28033,"76.96 (76.55, 77.37)","0.72 (0.67, 0.78)","1.06 (0.98, 1.14)","3.02 (2.87, 3.20)","13.64 (13.11, 14.17)","56.33 (54.85, 57.75)"
28035,"74.73 (74.24, 75.21)","0.96 (0.89, 1.05)","0.92 (0.86, 0.99)","3.99 (3.76, 4.23)","18.07 (17.28, 18.83)","59.81 (58.29, 61.36)"
28037,"74.86 (73.88, 75.74)","1.14 (0.97, 1.31)","1.43 (1.25, 1.64)","4.33 (3.90, 4.79)","16.69 (15.41, 18.09)","56.68 (54.08, 59.51)"
28039,"73.18 (72.48, 73.82)","1.01 (0.89, 1.13)","1.66 (1.49, 1.85)","4.66 (4.29, 5.04)","18.80 (17.73, 19.91)","64.60 (62.44, 66.70)"
28041,"75.10 (74.27, 75.88)","0.90 (0.78, 1.03)","1.27 (1.11, 1.43)","3.87 (3.51, 4.29)","16.27 (15.15, 17.50)","59.68 (57.10, 62.25)"
28043,"72.67 (71.95, 73.32)","1.29 (1.15, 1.45)","1.72 (1.55, 1.90)","5.23 (4.86, 5.63)","19.65 (18.59, 20.71)","63.11 (61.24, 65.11)"
28045,"76.30 (75.73, 76.83)","0.80 (0.72, 0.89)","1.15 (1.03, 1.27)","3.83 (3.57, 4.11)","15.35 (14.58, 16.14)","54.37 (52.63, 56.19)"
28047,"74.99 (74.62, 75.34)","0.85 (0.80, 0.90)","1.01 (0.95, 1.07)","3.91 (3.74, 4.08)","17.36 (16.83, 17.89)","59.86 (58.67, 61.06)"
28049,"75.40 (75.02, 75.78)","1.06 (1.00, 1.11)","1.18 (1.12, 1.23)","4.57 (4.40, 4.75)","16.48 (15.99, 16.95)","54.50 (53.38, 55.54)"
28051,"71.01 (70.23, 71.80)","1.58 (1.41, 1.75)","1.95 (1.78, 2.16)","6.80 (6.28, 7.35)","22.59 (21.37, 23.89)","62.04 (59.84, 64.13)"
28053,"71.90 (70.95, 72.88)","1.72 (1.52, 1.94)","1.90 (1.69, 2.14)","5.67 (5.16, 6.21)","21.29 (19.84, 22.81)","61.20 (58.39, 63.76)"
28055,"75.74 (74.31, 77.17)","1.19 (0.99, 1.40)","1.56 (1.29, 1.88)","4.36 (3.76, 5.07)","15.44 (13.57, 17.46)","52.98 (48.48, 57.40)"
28057,"74.65 (74.02, 75.30)","1.00 (0.89, 1.13)","1.30 (1.16, 1.44)","4.15 (3.83, 4.49)","17.39 (16.41, 18.40)","59.88 (57.83, 61.79)"
28059,"75.69 (75.28, 76.09)","0.82 (0.76, 0.88)","1.10 (1.03, 1.18)","3.67 (3.50, 3.86)","15.33 (14.81, 15.90)","59.26 (57.90, 60.62)"
28061,"74.89 (74.15, 75.63)","1.20 (1.07, 1.36)","1.47 (1.31, 1.64)","4.55 (4.19, 4.98)","17.30 (16.29, 18.45)","54.76 (52.45, 56.91)"
28063,"73.35 (72.44, 74.33)","1.40 (1.23, 1.61)","1.59 (1.41, 1.81)","5.24 (4.73, 5.80)","19.59 (18.16, 21.10)","57.62 (54.81, 60.54)"
28065,"73.59 (72.76, 74.41)","1.25 (1.09, 1.43)","1.73 (1.54, 1.94)","5.34 (4.89, 5.84)","18.77 (17.59, 20.05)","57.43 (54.97, 59.80)"
28067,"74.95 (74.44, 75.45)","1.03 (0.95, 1.13)","1.39 (1.29, 1.48)","4.25 (4.00, 4.50)","16.70 (15.99, 17.49)","57.46 (55.97, 58.97)"
28069,"76.61 (75.78, 77.50)","1.06 (0.92, 1.22)","1.34 (1.16, 1.51)","3.90 (3.53, 4.32)","14.89 (13.80, 16.00)","49.99 (47.41, 52.44)"
28071,"76.82 (76.30, 77.37)","0.80 (0.71, 0.89)","0.75 (0.69, 0.81)","3.32 (3.08, 3.57)","14.10 (13.35, 14.85)","56.52 (54.70, 58.36)"
28073,"77.90 (77.35, 78.44)","0.72 (0.64, 0.80)","0.96 (0.87, 1.05)","2.91 (2.71, 3.12)","12.55 (11.88, 13.29)","52.51 (50.62, 54.45)"
28075,"74.89 (74.38, 75.39)","1.00 (0.92, 1.08)","1.25 (1.16, 1.35)","4.28 (4.04, 4.53)","17.12 (16.39, 17.85)","57.77 (56.35, 59.28)"
28077,"73.88 (73.14, 74.68)","1.17 (1.03, 1.33)","1.56 (1.38, 1.75)","4.75 (4.32, 5.21)","17.94 (16.75, 19.10)","60.44 (57.94, 62.82)"
28079,"72.83 (72.14, 73.55)","1.36 (1.21, 1.52)","1.77 (1.58, 1.97)","5.14 (4.76, 5.53)","20.33 (19.21, 21.47)","59.88 (57.82, 61.96)"
28081,"74.65 (74.14, 75.12)","1.06 (0.97, 1.15)","1.22 (1.13, 1.32)","3.93 (3.71, 4.16)","17.05 (16.32, 17.79)","60.76 (59.27, 62.30)"
28083,"72.73 (72.11, 73.33)","1.42 (1.30, 1.55)","1.43 (1.32, 1.56)","5.26 (4.90, 5.61)","20.11 (19.16, 21.11)","61.60 (59.82, 63.31)"
28085,"74.53 (73.95, 75.15)","1.01 (0.90, 1.12)","1.34 (1.22, 1.47)","4.28 (3.98, 4.59)","17.18 (16.28, 18.10)","59.86 (58.04, 61.74)"
28087,"76.06 (75.56, 76.57)","0.98 (0.90, 1.07)","1.03 (0.95, 1.12)","3.69 (3.47, 3.92)","15.43 (14.76, 16.11)","55.48 (53.85, 57.08)"
28089,"73.80 (73.36, 74.26)","1.02 (0.93, 1.11)","1.37 (1.28, 1.48)","3.96 (3.75, 4.19)","17.40 (16.73, 18.09)","66.04 (64.55, 67.49)"
28091,"72.65 (72.01, 73.27)","1.21 (1.08, 1.34)","1.72 (1.56, 1.90)","5.52 (5.09, 5.93)","20.03 (19.07, 21.08)","62.44 (60.50, 64.46)"
28093,"73.40 (72.77, 74.02)","1.15 (1.04, 1.27)","1.45 (1.33, 1.59)","5.31 (4.98, 5.66)","19.02 (18.13, 20.00)","60.38 (58.54, 62.22)"
28095,"75.67 (75.11, 76.25)","1.01 (0.91, 1.11)","1.24 (1.13, 1.36)","3.90 (3.64, 4.15)","15.88 (15.09, 16.70)","55.47 (53.72, 57.26)"
28097,"73.74 (72.94, 74.57)","1.39 (1.23, 1.58)","1.63 (1.44, 1.83)","4.78 (4.35, 5.21)","18.42 (17.20, 19.70)","58.48 (56.30, 60.82)"
28099,"73.06 (72.38, 73.75)","1.28 (1.15, 1.43)","1.62 (1.47, 1.78)","5.14 (4.78, 5.52)","19.89 (18.89, 20.95)","59.84 (57.90, 61.73)"
28101,"74.31 (73.62, 74.98)","1.20 (1.07, 1.34)","1.51 (1.37, 1.68)","4.52 (4.16, 4.87)","17.55 (16.62, 18.63)","58.23 (56.12, 60.22)"
28103,"74.97 (74.11, 75.81)","1.29 (1.15, 1.46)","1.40 (1.25, 1.58)","4.38 (3.96, 4.82)","17.55 (16.34, 18.84)","54.57 (52.19, 57.22)"
28105,"77.93 (77.38, 78.48)","0.79 (0.71, 0.88)","0.65 (0.59, 0.70)","3.02 (2.80, 3.25)","13.84 (13.06, 14.69)","50.35 (48.55, 52.11)"
28107,"72.70 (72.08, 73.38)","1.33 (1.21, 1.46)","1.60 (1.46, 1.75)","5.26 (4.88, 5.61)","19.98 (18.99, 20.98)","62.23 (60.34, 64.10)"
28109,"74.90 (74.40, 75.43)","0.90 (0.82, 0.99)","1.33 (1.21, 1.45)","4.24 (3.98, 4.53)","16.69 (15.92, 17.43)","58.76 (57.12, 60.42)"
28111,"74.32 (73.46, 75.15)","1.01 (0.88, 1.15)","1.38 (1.21, 1.58)","4.31 (3.91, 4.74)","17.86 (16.69, 19.25)","59.82 (57.34, 62.39)"
28113,"73.42 (72.86, 74.02)","1.11 (1.01, 1.22)","1.52 (1.39, 1.65)","4.97 (4.66, 5.29)","19.09 (18.26, 19.97)","61.08 (59.35, 62.82)"
28115,"76.97 (76.40, 77.59)","0.78 (0.69, 0.87)","1.01 (0.91, 1.12)","3.31 (3.05, 3.59)","14.24 (13.48, 15.10)","53.55 (51.53, 55.41)"
28117,"75.92 (75.30, 76.55)","0.91 (0.80, 1.02)","1.14 (1.03, 1.26)","3.99 (3.69, 4.33)","15.76 (14.87, 16.71)","54.80 (52.91, 56.63)"
28119,"71.48 (70.45, 72.50)","1.57 (1.37, 1.79)","1.89 (1.67, 2.13)","5.83 (5.28, 6.40)","22.33 (20.72, 24.08)","62.73 (60.03, 65.33)"
28121,"78.40 (77.97, 78.77)","0.65 (0.60, 0.70)","0.98 (0.91, 1.06)","2.80 (2.66, 2.95)","12.72 (12.26, 13.24)","49.55 (48.26, 50.91)"
28123,"74.16 (73.50, 74.82)","1.23 (1.11, 1.36)","1.69 (1.52, 1.87)","5.02 (4.65, 5.40)","18.24 (17.35, 19.24)","55.03 (52.98, 56.94)"
28125,"72.88 (71.75, 73.94)","1.33 (1.15, 1.55)","1.64 (1.44, 1.88)","5.10 (4.55, 5.69)","19.38 (17.82, 21.03)","61.73 (58.69, 64.92)"
28127,"74.32 (73.70, 74.97)","1.16 (1.04, 1.29)","1.51 (1.38, 1.66)","4.48 (4.15, 4.84)","17.44 (16.55, 18.34)","58.95 (56.96, 60.88)"
28129,"75.03 (74.30, 75.75)","1.05 (0.93, 1.19)","1.37 (1.23, 1.52)","4.18 (3.81, 4.55)","16.47 (15.40, 17.54)","57.77 (55.53, 60.04)"
28131,"73.98 (73.30, 74.69)","0.99 (0.86, 1.12)","1.28 (1.14, 1.43)","4.26 (3.90, 4.65)","17.54 (16.33, 18.64)","64.80 (62.35, 67.16)"
28133,"71.61 (70.96, 72.25)","1.50 (1.36, 1.65)","1.51 (1.39, 1.65)","5.56 (5.20, 5.90)","22.92 (21.85, 24.05)","63.39 (61.45, 65.37)"
28135,"74.02 (73.21, 74.86)","1.36 (1.21, 1.50)","1.58 (1.40, 1.76)","5.20 (4.73, 5.67)","18.43 (17.14, 19.66)","55.62 (53.27, 57.90)"
28137,"74.89 (74.29, 75.56)","1.01 (0.90, 1.13)","1.26 (1.14, 1.40)","4.21 (3.87, 4.53)","16.60 (15.67, 17.53)","58.78 (56.66, 60.70)"
28139,"74.03 (73.36, 74.66)","1.10 (0.97, 1.24)","1.38 (1.25, 1.55)","4.31 (3.98, 4.66)","17.90 (16.99, 18.96)","61.77 (59.70, 63.84)"
28141,"73.69 (72.96, 74.38)","1.05 (0.92, 1.17)","1.48 (1.33, 1.65)","4.73 (4.35, 5.13)","18.39 (17.28, 19.45)","61.75 (59.71, 63.83)"
28143,"70.93 (70.01, 71.83)","1.64 (1.44, 1.85)","1.94 (1.73, 2.18)","6.09 (5.53, 6.66)","23.23 (21.68, 24.71)","64.65 (61.91, 67.36)"
28145,"76.15 (75.54, 76.79)","0.92 (0.82, 1.03)","1.18 (1.05, 1.30)","3.57 (3.28, 3.87)","15.06 (14.22, 16.00)","56.34 (54.30, 58.30)"
28147,"74.59 (73.90, 75.38)","1.09 (0.95, 1.21)","1.49 (1.32, 1.67)","4.54 (4.14, 4.95)","17.55 (16.36, 18.68)","56.71 (54.33, 58.85)"
28149,"74.30 (73.77, 74.83)","1.10 (1.00, 1.19)","1.41 (1.30, 1.53)","4.26 (4.00, 4.53)","17.40 (16.61, 18.16)","60.58 (58.88, 62.26)"
28151,"71.81 (71.25, 72.39)","1.28 (1.19, 1.38)","1.69 (1.57, 1.83)","5.82 (5.52, 6.16)","21.61 (20.72, 22.50)","64.08 (62.31, 65.77)"
28153,"74.58 (73.91, 75.23)","1.11 (0.99, 1.25)","1.36 (1.23, 1.50)","4.28 (3.96, 4.62)","17.43 (16.38, 18.48)","58.73 (56.67, 60.85)"
28155,"73.01 (72.16, 73.86)","1.31 (1.13, 1.50)","1.55 (1.37, 1.76)","4.72 (4.29, 5.19)","18.83 (17.52, 20.25)","64.46 (61.91, 66.96)"
28157,"72.38 (71.48, 73.20)","1.27 (1.10, 1.45)","1.75 (1.54, 1.96)","5.49 (4.94, 6.04)","20.51 (19.13, 21.87)","62.96 (60.63, 65.51)"
28159,"75.08 (74.36, 75.78)","1.12 (0.99, 1.26)","1.45 (1.31, 1.62)","4.50 (4.12, 4.90)","16.69 (15.77, 17.78)","54.83 (52.77, 56.90)"
28161,"73.35 (72.55, 74.19)","1.24 (1.09, 1.40)","1.62 (1.45, 1.83)","5.07 (4.63, 5.54)","19.45 (18.15, 20.73)","59.21 (56.83, 61.65)"
28163,"73.51 (72.85, 74.21)","1.25 (1.12, 1.38)","1.56 (1.41, 1.73)","5.01 (4.63, 5.39)","19.16 (18.14, 20.19)","58.71 (56.80, 60.74)"
29,"77.73 (77.66, 77.80)","0.69 (0.68, 0.70)","0.88 (0.87, 0.89)","2.97 (2.94, 2.99)","13.13 (13.04, 13.21)","53.00 (52.78, 53.22)"
29001,"77.97 (77.40, 78.53)","0.60 (0.52, 0.69)","0.62 (0.56, 0.69)","2.64 (2.41, 2.89)","13.16 (12.32, 14.04)","54.01 (52.27, 55.99)"
29003,"78.74 (78.09, 79.35)","0.59 (0.51, 0.67)","0.88 (0.76, 0.99)","2.54 (2.31, 2.78)","11.47 (10.71, 12.34)","51.47 (49.29, 53.80)"
29005,"78.39 (77.51, 79.22)","0.56 (0.47, 0.65)","0.81 (0.69, 0.93)","2.72 (2.43, 3.03)","12.48 (11.40, 13.60)","52.16 (49.29, 54.98)"
29007,"77.47 (76.89, 78.07)","0.68 (0.60, 0.77)","0.95 (0.86, 1.06)","2.85 (2.64, 3.10)","13.73 (12.95, 14.51)","53.88 (52.00, 55.73)"
29009,"76.95 (76.39, 77.49)","0.80 (0.71, 0.89)","1.11 (1.00, 1.23)","3.43 (3.16, 3.70)","14.11 (13.38, 14.88)","54.00 (52.19, 55.68)"
29011,"77.97 (77.18, 78.70)","0.70 (0.61, 0.82)","0.95 (0.83, 1.08)","2.93 (2.63, 3.26)","13.26 (12.33, 14.33)","51.21 (48.86, 53.54)"
29013,"76.84 (76.22, 77.53)","0.78 (0.68, 0.90)","1.10 (0.97, 1.24)","3.20 (2.92, 3.50)","14.26 (13.34, 15.18)","54.30 (52.17, 56.29)"
29015,"76.58 (75.93, 77.22)","0.79 (0.69, 0.91)","1.09 (0.96, 1.23)","3.61 (3.31, 3.97)","14.54 (13.68, 15.42)","54.63 (52.57, 56.66)"
29017,"76.52 (75.76, 77.25)","0.79 (0.68, 0.91)","1.10 (0.97, 1.27)","3.37 (3.05, 3.72)","14.48 (13.49, 15.54)","56.30 (53.93, 58.73)"
29019,"79.82 (79.47, 80.20)","0.56 (0.52, 0.61)","0.51 (0.47, 0.54)","2.21 (2.10, 2.33)","10.68 (10.25, 11.08)","48.20 (46.80, 49.53)"
29021,"76.56 (76.15, 76.96)","0.71 (0.65, 0.77)","0.85 (0.78, 0.92)","2.93 (2.76, 3.11)","15.31 (14.74, 15.95)","56.77 (55.36, 58.08)"
29023,"74.24 (73.71, 74.77)","0.98 (0.88, 1.08)","1.25 (1.14, 1.37)","4.35 (4.04, 4.63)","18.09 (17.30, 18.94)","60.72 (59.07, 62.27)"
29025,"77.47 (76.69, 78.21)","0.68 (0.59, 0.80)","1.09 (0.93, 1.25)","3.19 (2.87, 3.54)","13.63 (12.51, 14.68)","52.71 (50.34, 55.20)"
29027,"77.89 (77.35, 78.44)","0.69 (0.62, 0.77)","0.84 (0.76, 0.93)","2.92 (2.71, 3.15)","13.15 (12.44, 13.91)","52.13 (50.22, 53.91)"
29029,"78.79 (78.29, 79.28)","0.67 (0.60, 0.75)","1.03 (0.92, 1.14)","3.12 (2.88, 3.38)","11.00 (10.46, 11.61)","49.08 (47.47, 50.81)"
