FIPS,other_resp_mortality,interstitial_lung_mortality,asthma_mortality,other_pneumoconiosis_mortality,coal_pneumoconiosis_mortality,asbestosis_mortality,silicosis_mortality,pneumoconiosis_mortality,COPD_mortality,chronic_respiratory_mortality
18129,"0.79 (0.58, 1.06)","6.22 (3.91, 8.07)","0.75 (0.53, 1.05)","0.28 (0.18, 0.42)","0.11 (0.03, 0.33)","0.07 (0.03, 0.14)","0.01 (0.00, 0.04)","0.47 (0.27, 0.82)","57.26 (52.64, 62.02)","65.49 (61.30, 69.77)"
18131,"0.98 (0.76, 1.28)","6.50 (3.96, 8.57)","1.28 (0.89, 1.78)","0.31 (0.19, 0.46)","0.05 (0.00, 0.19)","0.09 (0.02, 0.20)","0.02 (0.00, 0.07)","0.46 (0.26, 0.80)","58.22 (52.30, 64.66)","67.44 (62.31, 73.10)"
18133,"0.83 (0.59, 1.13)","5.63 (3.54, 7.35)","0.99 (0.70, 1.35)","0.28 (0.18, 0.42)","0.03 (0.00, 0.11)","0.04 (0.02, 0.09)","0.01 (0.00, 0.05)","0.37 (0.23, 0.58)","51.90 (47.41, 56.16)","59.72 (55.62, 63.80)"
18135,"0.97 (0.71, 1.29)","5.99 (3.79, 7.80)","1.33 (0.94, 1.81)","0.26 (0.16, 0.38)","0.07 (0.01, 0.23)","0.08 (0.03, 0.17)","0.05 (0.01, 0.15)","0.46 (0.26, 0.82)","56.13 (51.63, 60.38)","64.87 (60.93, 69.15)"
18137,"0.90 (0.69, 1.17)","5.60 (3.38, 7.48)","0.94 (0.66, 1.31)","0.26 (0.17, 0.39)","0.07 (0.01, 0.21)","0.17 (0.07, 0.33)","0.03 (0.01, 0.09)","0.53 (0.30, 0.92)","57.95 (52.96, 63.14)","65.93 (61.45, 70.50)"
18139,"0.96 (0.71, 1.29)","6.50 (3.80, 8.60)","1.49 (1.01, 2.08)","0.29 (0.18, 0.43)","0.04 (0.01, 0.18)","0.06 (0.02, 0.13)","0.02 (0.00, 0.06)","0.41 (0.25, 0.72)","73.65 (67.58, 79.84)","83.00 (77.69, 88.96)"
18141,"0.99 (0.77, 1.25)","6.16 (4.00, 7.40)","1.32 (1.07, 1.61)","0.23 (0.16, 0.31)","0.03 (0.01, 0.08)","0.09 (0.05, 0.15)","0.01 (0.00, 0.03)","0.36 (0.25, 0.51)","53.66 (50.93, 56.60)","62.48 (59.82, 65.31)"
18143,"1.05 (0.76, 1.41)","6.67 (4.21, 8.96)","1.18 (0.79, 1.73)","0.28 (0.17, 0.43)","0.48 (0.15, 1.20)","0.07 (0.02, 0.17)","0.02 (0.00, 0.07)","0.85 (0.42, 1.68)","91.94 (85.66, 98.44)","101.69 (95.50, 108.08)"
18145,"0.92 (0.67, 1.23)","5.68 (3.41, 7.49)","1.20 (0.87, 1.65)","0.30 (0.19, 0.43)","0.06 (0.01, 0.19)","0.10 (0.04, 0.20)","0.03 (0.01, 0.08)","0.49 (0.30, 0.80)","65.31 (60.76, 70.23)","73.60 (69.57, 78.04)"
18147,"0.84 (0.62, 1.12)","5.10 (3.13, 6.76)","0.98 (0.68, 1.39)","0.30 (0.18, 0.45)","0.10 (0.02, 0.29)","0.07 (0.02, 0.16)","0.01 (0.00, 0.04)","0.49 (0.28, 0.82)","45.18 (40.45, 49.85)","52.59 (48.46, 56.84)"
18149,"1.00 (0.75, 1.34)","5.73 (3.56, 7.56)","1.28 (0.93, 1.78)","0.25 (0.17, 0.36)","0.04 (0.01, 0.14)","0.08 (0.03, 0.17)","0.02 (0.00, 0.05)","0.40 (0.24, 0.67)","73.20 (67.03, 78.95)","81.61 (76.19, 87.02)"
18151,"0.76 (0.59, 0.98)","5.38 (3.36, 7.12)","0.91 (0.64, 1.23)","0.23 (0.15, 0.34)","0.04 (0.00, 0.13)","0.09 (0.03, 0.19)","0.02 (0.00, 0.07)","0.37 (0.22, 0.65)","55.24 (51.00, 59.66)","62.67 (58.84, 66.67)"
18153,"0.89 (0.67, 1.15)","4.37 (2.74, 5.82)","1.16 (0.79, 1.66)","0.30 (0.20, 0.45)","0.47 (0.16, 1.14)","0.15 (0.06, 0.30)","0.02 (0.00, 0.05)","0.93 (0.50, 1.73)","70.68 (65.38, 76.11)","78.03 (73.07, 83.37)"
18155,"0.93 (0.75, 1.16)","4.98 (2.93, 6.90)","0.95 (0.63, 1.41)","0.29 (0.18, 0.46)","0.08 (0.01, 0.31)","0.09 (0.03, 0.21)","0.02 (0.00, 0.07)","0.47 (0.26, 0.92)","62.43 (56.15, 69.02)","69.77 (64.04, 76.09)"
18157,"0.93 (0.69, 1.23)","6.36 (4.05, 7.93)","0.90 (0.68, 1.20)","0.24 (0.17, 0.34)","0.03 (0.01, 0.08)","0.08 (0.04, 0.14)","0.02 (0.00, 0.04)","0.37 (0.24, 0.55)","57.35 (54.13, 60.82)","65.91 (62.95, 69.12)"
18159,"1.02 (0.73, 1.37)","6.56 (4.00, 8.73)","1.02 (0.69, 1.48)","0.32 (0.21, 0.49)","0.16 (0.02, 0.57)","0.10 (0.04, 0.22)","0.03 (0.01, 0.08)","0.60 (0.33, 1.20)","54.11 (48.65, 59.30)","63.31 (58.57, 68.08)"
18161,"0.87 (0.65, 1.15)","7.00 (4.11, 9.76)","1.21 (0.79, 1.85)","0.26 (0.16, 0.39)","0.37 (0.08, 1.06)","0.16 (0.06, 0.32)","0.06 (0.01, 0.16)","0.85 (0.37, 1.84)","55.08 (48.13, 62.12)","65.02 (58.41, 71.44)"
18163,"1.16 (0.87, 1.49)","7.31 (4.82, 8.98)","1.09 (0.85, 1.40)","0.27 (0.18, 0.39)","0.07 (0.03, 0.14)","0.05 (0.02, 0.09)","0.01 (0.00, 0.03)","0.40 (0.27, 0.59)","64.04 (60.44, 67.64)","74.00 (70.74, 77.34)"
18165,"0.88 (0.67, 1.12)","4.85 (2.90, 6.60)","1.00 (0.68, 1.39)","0.31 (0.20, 0.47)","0.26 (0.07, 0.65)","0.09 (0.03, 0.20)","0.03 (0.01, 0.08)","0.69 (0.38, 1.29)","68.75 (62.92, 74.82)","76.16 (70.80, 81.81)"
18167,"0.88 (0.66, 1.16)","6.01 (3.75, 7.52)","1.13 (0.86, 1.47)","0.28 (0.19, 0.41)","0.06 (0.02, 0.16)","0.09 (0.04, 0.16)","0.01 (0.00, 0.03)","0.45 (0.30, 0.68)","73.05 (69.01, 77.43)","81.53 (77.89, 85.56)"
18169,"0.98 (0.71, 1.33)","6.71 (4.23, 8.53)","1.36 (0.96, 1.88)","0.25 (0.17, 0.37)","0.31 (0.12, 0.70)","0.07 (0.02, 0.15)","0.02 (0.00, 0.05)","0.65 (0.38, 1.16)","62.48 (58.03, 67.01)","72.19 (68.00, 76.69)"
18171,"0.89 (0.65, 1.17)","5.40 (3.04, 7.84)","0.93 (0.59, 1.41)","0.33 (0.19, 0.52)","0.09 (0.01, 0.38)","0.12 (0.03, 0.25)","0.08 (0.01, 0.26)","0.62 (0.30, 1.25)","72.20 (64.95, 79.25)","80.03 (73.40, 86.44)"
18173,"0.81 (0.62, 1.06)","6.02 (3.80, 7.70)","0.72 (0.51, 0.97)","0.27 (0.17, 0.40)","0.25 (0.10, 0.53)","0.07 (0.03, 0.15)","0.01 (0.00, 0.03)","0.60 (0.36, 0.96)","52.35 (48.81, 56.29)","60.50 (57.12, 64.07)"
18175,"0.98 (0.75, 1.26)","5.62 (3.46, 7.41)","0.96 (0.69, 1.32)","0.30 (0.20, 0.45)","0.10 (0.02, 0.30)","0.09 (0.04, 0.17)","0.02 (0.01, 0.05)","0.50 (0.31, 0.84)","76.68 (70.97, 82.40)","84.74 (79.34, 90.21)"
18177,"0.95 (0.74, 1.25)","8.60 (5.65, 10.53)","1.50 (1.12, 1.95)","0.23 (0.16, 0.33)","0.05 (0.01, 0.15)","0.07 (0.03, 0.13)","0.02 (0.01, 0.06)","0.37 (0.24, 0.58)","62.10 (57.75, 66.39)","73.53 (69.62, 77.34)"
18179,"0.85 (0.62, 1.13)","7.62 (4.89, 9.83)","1.03 (0.74, 1.41)","0.25 (0.16, 0.38)","0.08 (0.01, 0.25)","0.06 (0.02, 0.12)","0.02 (0.00, 0.05)","0.41 (0.24, 0.69)","54.91 (49.77, 59.77)","64.83 (60.73, 69.25)"
18181,"0.95 (0.69, 1.27)","7.35 (4.55, 9.47)","1.03 (0.70, 1.41)","0.28 (0.18, 0.41)","0.04 (0.00, 0.14)","0.13 (0.04, 0.27)","0.02 (0.00, 0.07)","0.46 (0.27, 0.76)","64.16 (59.00, 69.54)","73.96 (69.34, 78.84)"
18183,"0.75 (0.53, 1.02)","6.56 (4.22, 8.55)","0.83 (0.59, 1.13)","0.24 (0.15, 0.36)","0.17 (0.04, 0.47)","0.06 (0.02, 0.14)","0.01 (0.00, 0.04)","0.48 (0.27, 0.89)","62.41 (57.56, 67.03)","71.03 (66.49, 75.62)"
19,"0.78 (0.71, 0.87)","5.89 (3.79, 6.70)","1.12 (1.01, 1.25)","0.15 (0.13, 0.18)","0.02 (0.01, 0.04)","0.09 (0.06, 0.11)","0.02 (0.01, 0.02)","0.27 (0.23, 0.33)","49.82 (48.23, 51.85)","57.88 (56.39, 59.50)"
19001,"0.77 (0.60, 0.97)","5.33 (3.33, 7.09)","1.13 (0.77, 1.57)","0.18 (0.12, 0.26)","0.02 (0.00, 0.10)","0.07 (0.02, 0.17)","0.01 (0.00, 0.03)","0.28 (0.16, 0.51)","39.56 (34.92, 44.18)","47.06 (42.64, 51.59)"
19003,"0.86 (0.69, 1.09)","6.14 (3.70, 8.25)","1.47 (0.99, 2.08)","0.20 (0.13, 0.31)","0.01 (0.00, 0.08)","0.07 (0.02, 0.20)","0.01 (0.00, 0.04)","0.30 (0.17, 0.56)","43.17 (37.07, 49.27)","51.93 (46.74, 57.78)"
19005,"0.84 (0.67, 1.06)","5.19 (3.15, 6.83)","1.08 (0.76, 1.46)","0.15 (0.10, 0.23)","0.01 (0.00, 0.05)","0.06 (0.02, 0.17)","0.02 (0.00, 0.06)","0.25 (0.14, 0.48)","37.46 (33.30, 41.74)","44.81 (41.19, 48.70)"
19007,"0.82 (0.64, 1.02)","5.46 (3.48, 7.15)","0.94 (0.67, 1.30)","0.18 (0.12, 0.26)","0.23 (0.06, 0.63)","0.09 (0.03, 0.22)","0.02 (0.00, 0.05)","0.52 (0.26, 1.07)","39.14 (34.92, 43.42)","46.88 (43.20, 50.63)"
19009,"0.69 (0.54, 0.87)","4.61 (2.80, 6.19)","1.20 (0.82, 1.73)","0.16 (0.10, 0.24)","0.01 (0.00, 0.06)","0.06 (0.02, 0.16)","0.01 (0.00, 0.03)","0.24 (0.14, 0.44)","45.26 (40.21, 50.71)","52.01 (47.23, 57.03)"
19011,"0.71 (0.57, 0.90)","4.85 (3.08, 6.26)","0.94 (0.67, 1.24)","0.14 (0.09, 0.20)","0.01 (0.00, 0.05)","0.06 (0.02, 0.13)","0.02 (0.00, 0.07)","0.23 (0.13, 0.39)","39.67 (36.29, 43.36)","46.39 (43.29, 49.95)"
19013,"0.79 (0.62, 0.99)","7.52 (4.73, 9.28)","1.44 (1.11, 1.89)","0.14 (0.09, 0.20)","0.02 (0.00, 0.06)","0.07 (0.03, 0.13)","0.04 (0.01, 0.09)","0.26 (0.17, 0.43)","55.36 (52.13, 59.00)","65.38 (62.45, 68.40)"
19015,"0.78 (0.62, 0.98)","6.58 (4.10, 8.63)","1.04 (0.74, 1.42)","0.15 (0.09, 0.23)","0.16 (0.03, 0.46)","0.14 (0.05, 0.29)","0.02 (0.00, 0.07)","0.47 (0.23, 0.97)","53.26 (48.64, 57.88)","62.12 (57.71, 66.11)"
19017,"0.66 (0.52, 0.86)","5.83 (3.68, 7.51)","0.89 (0.65, 1.22)","0.14 (0.10, 0.21)","0.02 (0.00, 0.08)","0.05 (0.02, 0.12)","0.02 (0.00, 0.05)","0.23 (0.13, 0.40)","30.20 (26.70, 33.75)","37.81 (34.77, 40.74)"
19019,"0.87 (0.68, 1.08)","6.22 (3.95, 8.15)","1.03 (0.73, 1.42)","0.16 (0.10, 0.23)","0.01 (0.00, 0.06)","0.06 (0.02, 0.13)","0.02 (0.00, 0.05)","0.25 (0.14, 0.42)","48.16 (43.81, 52.81)","56.53 (52.51, 60.60)"
19021,"0.72 (0.57, 0.92)","6.47 (4.03, 8.43)","1.68 (1.22, 2.27)","0.16 (0.11, 0.25)","0.01 (0.00, 0.03)","0.04 (0.01, 0.11)","0.01 (0.00, 0.03)","0.22 (0.13, 0.37)","41.89 (37.85, 46.22)","50.99 (47.33, 54.89)"
19023,"0.74 (0.58, 0.92)","5.36 (3.41, 7.00)","1.06 (0.74, 1.44)","0.14 (0.09, 0.20)","0.01 (0.00, 0.05)","0.05 (0.02, 0.13)","0.02 (0.00, 0.05)","0.22 (0.13, 0.39)","40.12 (36.06, 44.15)","47.50 (43.87, 51.16)"
19025,"0.78 (0.62, 0.99)","6.00 (3.73, 8.11)","1.17 (0.81, 1.64)","0.15 (0.10, 0.23)","0.01 (0.00, 0.07)","0.07 (0.02, 0.18)","0.01 (0.00, 0.04)","0.24 (0.13, 0.46)","49.75 (44.65, 54.92)","57.95 (53.40, 63.11)"
19027,"0.72 (0.57, 0.91)","5.74 (3.58, 7.54)","1.40 (1.01, 1.95)","0.16 (0.10, 0.23)","0.01 (0.00, 0.05)","0.06 (0.02, 0.14)","0.01 (0.00, 0.02)","0.23 (0.14, 0.39)","46.14 (42.12, 50.35)","54.24 (50.83, 58.02)"
19029,"0.80 (0.63, 1.00)","5.52 (3.31, 7.22)","1.58 (1.09, 2.23)","0.17 (0.11, 0.25)","0.01 (0.00, 0.05)","0.07 (0.02, 0.17)","0.01 (0.00, 0.03)","0.25 (0.15, 0.44)","56.17 (50.97, 61.00)","64.32 (59.55, 68.62)"
19031,"0.77 (0.62, 0.98)","4.64 (2.79, 6.14)","0.98 (0.69, 1.39)","0.16 (0.10, 0.24)","0.01 (0.00, 0.06)","0.07 (0.02, 0.15)","0.02 (0.00, 0.06)","0.26 (0.15, 0.45)","38.45 (34.70, 42.57)","45.10 (41.65, 48.95)"
19033,"0.78 (0.61, 1.00)","5.84 (3.70, 7.28)","1.37 (1.00, 1.79)","0.14 (0.10, 0.21)","0.01 (0.00, 0.03)","0.06 (0.02, 0.13)","0.01 (0.00, 0.04)","0.22 (0.13, 0.35)","47.33 (43.84, 51.08)","55.54 (52.25, 58.81)"
19035,"0.74 (0.60, 0.94)","5.67 (3.48, 7.44)","1.33 (0.96, 1.85)","0.17 (0.11, 0.26)","0.01 (0.00, 0.04)","0.07 (0.02, 0.20)","0.01 (0.00, 0.04)","0.27 (0.16, 0.48)","46.08 (41.78, 50.85)","54.09 (50.26, 58.59)"
19037,"0.75 (0.59, 0.95)","5.35 (3.21, 7.08)","0.93 (0.63, 1.33)","0.15 (0.10, 0.23)","0.01 (0.00, 0.04)","0.05 (0.01, 0.11)","0.02 (0.00, 0.05)","0.22 (0.13, 0.39)","41.40 (37.18, 45.91)","48.66 (44.72, 52.62)"
19039,"0.84 (0.65, 1.05)","5.76 (3.54, 7.66)","0.95 (0.63, 1.33)","0.17 (0.11, 0.26)","0.04 (0.00, 0.16)","0.09 (0.03, 0.24)","0.01 (0.00, 0.04)","0.31 (0.16, 0.63)","45.88 (40.62, 51.82)","53.73 (49.17, 58.88)"
19041,"0.75 (0.59, 0.95)","6.51 (4.01, 8.50)","1.39 (0.99, 1.90)","0.16 (0.11, 0.25)","0.01 (0.00, 0.03)","0.07 (0.02, 0.18)","0.01 (0.00, 0.03)","0.25 (0.14, 0.44)","48.15 (43.58, 52.74)","57.04 (53.00, 61.17)"
19043,"0.80 (0.63, 0.99)","5.44 (3.44, 7.11)","0.97 (0.70, 1.28)","0.16 (0.11, 0.23)","0.01 (0.00, 0.05)","0.07 (0.02, 0.18)","0.02 (0.00, 0.06)","0.27 (0.15, 0.48)","40.26 (36.44, 44.25)","47.73 (44.20, 51.18)"
19045,"0.82 (0.65, 1.06)","4.53 (2.90, 5.75)","1.18 (0.89, 1.58)","0.17 (0.11, 0.26)","0.01 (0.00, 0.05)","0.07 (0.02, 0.14)","0.01 (0.00, 0.04)","0.27 (0.17, 0.44)","44.46 (41.08, 47.72)","51.26 (48.16, 54.29)"
19047,"0.73 (0.57, 0.91)","4.96 (3.00, 6.63)","1.19 (0.86, 1.62)","0.15 (0.10, 0.23)","0.01 (0.00, 0.03)","0.05 (0.01, 0.13)","0.01 (0.00, 0.03)","0.22 (0.13, 0.37)","44.31 (40.57, 48.35)","51.41 (47.90, 55.23)"
19049,"0.58 (0.46, 0.72)","5.70 (3.55, 7.36)","0.81 (0.59, 1.13)","0.12 (0.08, 0.18)","0.04 (0.01, 0.15)","0.10 (0.03, 0.21)","0.01 (0.00, 0.02)","0.27 (0.14, 0.50)","44.66 (40.88, 48.40)","52.02 (48.71, 55.45)"
19051,"0.78 (0.62, 0.98)","4.66 (2.83, 6.31)","0.87 (0.58, 1.23)","0.17 (0.11, 0.28)","0.09 (0.01, 0.32)","0.09 (0.03, 0.22)","0.02 (0.00, 0.07)","0.38 (0.19, 0.78)","42.23 (37.48, 47.39)","48.91 (44.62, 53.33)"
19053,"0.89 (0.71, 1.10)","5.52 (3.37, 7.30)","1.07 (0.73, 1.51)","0.18 (0.12, 0.27)","0.05 (0.01, 0.19)","0.14 (0.04, 0.34)","0.02 (0.00, 0.05)","0.39 (0.20, 0.80)","52.32 (46.72, 58.39)","60.20 (55.23, 65.91)"
19055,"0.85 (0.66, 1.10)","5.97 (3.71, 7.74)","1.08 (0.76, 1.51)","0.16 (0.10, 0.23)","0.01 (0.00, 0.06)","0.06 (0.02, 0.14)","0.02 (0.00, 0.05)","0.24 (0.14, 0.42)","37.88 (33.73, 41.77)","46.03 (42.61, 49.31)"
19057,"0.89 (0.70, 1.12)","6.06 (3.78, 7.78)","1.25 (0.92, 1.71)","0.19 (0.12, 0.28)","0.01 (0.00, 0.06)","0.14 (0.05, 0.30)","0.01 (0.00, 0.04)","0.35 (0.20, 0.61)","53.47 (49.48, 57.70)","62.02 (58.59, 65.68)"
19059,"0.67 (0.51, 0.87)","4.95 (3.04, 6.62)","1.09 (0.75, 1.56)","0.14 (0.09, 0.21)","0.00 (0.00, 0.02)","0.05 (0.01, 0.13)","0.01 (0.00, 0.02)","0.20 (0.12, 0.36)","37.08 (33.46, 40.94)","44.00 (40.71, 47.51)"
19061,"0.78 (0.61, 0.98)","6.20 (3.97, 7.66)","1.16 (0.89, 1.50)","0.15 (0.10, 0.22)","0.01 (0.00, 0.05)","0.05 (0.02, 0.10)","0.01 (0.00, 0.03)","0.22 (0.13, 0.34)","43.81 (40.69, 47.07)","52.16 (49.23, 54.99)"
19063,"0.75 (0.58, 0.97)","5.44 (3.34, 7.28)","1.22 (0.84, 1.73)","0.16 (0.10, 0.24)","0.01 (0.00, 0.03)","0.05 (0.01, 0.18)","0.01 (0.00, 0.04)","0.23 (0.13, 0.42)","39.98 (35.31, 44.85)","47.62 (43.42, 51.97)"
19065,"0.79 (0.63, 1.00)","6.00 (3.77, 7.64)","1.21 (0.88, 1.67)","0.16 (0.11, 0.24)","0.02 (0.00, 0.07)","0.06 (0.02, 0.12)","0.02 (0.00, 0.05)","0.25 (0.15, 0.42)","41.43 (37.45, 45.47)","49.68 (46.27, 53.62)"
19067,"0.79 (0.61, 1.00)","4.85 (2.98, 6.36)","1.04 (0.74, 1.43)","0.14 (0.09, 0.21)","0.01 (0.00, 0.04)","0.05 (0.02, 0.13)","0.02 (0.00, 0.07)","0.22 (0.13, 0.41)","44.96 (40.60, 49.11)","51.87 (48.04, 55.97)"
19069,"0.73 (0.57, 0.94)","5.15 (3.22, 6.75)","1.14 (0.80, 1.55)","0.15 (0.10, 0.22)","0.01 (0.00, 0.04)","0.05 (0.02, 0.13)","0.01 (0.00, 0.05)","0.22 (0.13, 0.39)","37.65 (33.31, 41.89)","44.89 (40.81, 48.86)"
19071,"0.89 (0.69, 1.15)","6.57 (4.04, 9.00)","2.14 (1.45, 3.03)","0.22 (0.13, 0.33)","0.01 (0.00, 0.05)","0.07 (0.02, 0.22)","0.01 (0.00, 0.05)","0.31 (0.18, 0.58)","66.07 (59.37, 72.71)","75.98 (70.00, 82.26)"
19073,"0.79 (0.62, 0.99)","5.94 (3.72, 7.91)","1.10 (0.75, 1.53)","0.16 (0.10, 0.25)","0.03 (0.00, 0.15)","0.11 (0.03, 0.28)","0.01 (0.00, 0.04)","0.32 (0.16, 0.64)","45.23 (40.06, 50.11)","53.38 (48.69, 57.98)"
19075,"0.69 (0.53, 0.89)","5.40 (3.30, 7.18)","1.04 (0.71, 1.46)","0.14 (0.09, 0.21)","0.01 (0.00, 0.06)","0.06 (0.02, 0.14)","0.01 (0.00, 0.05)","0.23 (0.12, 0.42)","35.49 (31.18, 39.46)","42.86 (39.28, 46.67)"
19077,"0.72 (0.56, 0.93)","4.95 (3.02, 6.59)","1.21 (0.86, 1.70)","0.16 (0.10, 0.23)","0.04 (0.00, 0.14)","0.08 (0.03, 0.21)","0.01 (0.00, 0.03)","0.29 (0.15, 0.56)","45.75 (40.89, 50.65)","52.91 (48.71, 57.59)"
19079,"0.77 (0.59, 0.99)","7.04 (4.24, 9.28)","1.32 (0.91, 1.85)","0.17 (0.11, 0.25)","0.03 (0.00, 0.16)","0.17 (0.05, 0.38)","0.03 (0.00, 0.09)","0.39 (0.20, 0.82)","43.78 (39.22, 48.71)","53.31 (49.24, 57.44)"
19081,"0.70 (0.55, 0.89)","4.90 (3.12, 6.46)","0.99 (0.71, 1.35)","0.14 (0.10, 0.21)","0.01 (0.00, 0.03)","0.05 (0.01, 0.13)","0.01 (0.00, 0.03)","0.21 (0.12, 0.36)","38.76 (34.52, 43.32)","45.56 (41.47, 49.89)"
19083,"0.76 (0.59, 0.97)","5.55 (3.59, 7.17)","1.26 (0.90, 1.71)","0.15 (0.10, 0.22)","0.02 (0.00, 0.10)","0.07 (0.02, 0.16)","0.01 (0.00, 0.04)","0.25 (0.14, 0.47)","37.44 (33.48, 41.71)","45.26 (41.95, 48.78)"
19085,"0.79 (0.63, 1.00)","4.99 (3.18, 6.66)","1.48 (1.02, 2.05)","0.17 (0.10, 0.25)","0.01 (0.00, 0.05)","0.10 (0.02, 0.27)","0.01 (0.00, 0.04)","0.29 (0.16, 0.53)","62.76 (57.49, 68.31)","70.31 (65.20, 75.58)"
19087,"0.80 (0.62, 1.01)","5.78 (3.61, 7.63)","1.18 (0.82, 1.70)","0.18 (0.12, 0.28)","0.01 (0.00, 0.04)","0.06 (0.02, 0.15)","0.01 (0.00, 0.04)","0.27 (0.16, 0.46)","44.51 (40.18, 48.79)","52.53 (48.87, 56.60)"
19089,"0.75 (0.57, 0.97)","5.11 (3.26, 6.88)","0.93 (0.62, 1.34)","0.16 (0.10, 0.24)","0.01 (0.00, 0.04)","0.05 (0.01, 0.13)","0.02 (0.00, 0.07)","0.23 (0.13, 0.42)","29.27 (25.06, 33.41)","36.30 (32.73, 39.88)"
19091,"0.80 (0.61, 1.03)","5.63 (3.45, 7.53)","0.94 (0.65, 1.32)","0.14 (0.09, 0.21)","0.01 (0.00, 0.04)","0.06 (0.02, 0.17)","0.01 (0.00, 0.04)","0.22 (0.12, 0.43)","47.32 (42.35, 52.38)","54.92 (50.27, 59.31)"
19093,"0.73 (0.58, 0.90)","5.23 (3.21, 7.14)","1.05 (0.72, 1.48)","0.17 (0.11, 0.26)","0.01 (0.00, 0.05)","0.06 (0.01, 0.19)","0.01 (0.00, 0.05)","0.25 (0.14, 0.48)","46.71 (41.78, 51.77)","53.97 (49.23, 58.92)"
19095,"0.75 (0.59, 0.94)","5.36 (3.40, 7.05)","1.11 (0.78, 1.51)","0.15 (0.10, 0.23)","0.01 (0.00, 0.05)","0.05 (0.02, 0.12)","0.01 (0.00, 0.04)","0.23 (0.14, 0.38)","34.01 (30.33, 38.33)","41.45 (38.09, 44.87)"
19097,"0.89 (0.68, 1.16)","4.91 (3.01, 6.61)","1.06 (0.73, 1.54)","0.18 (0.12, 0.27)","0.02 (0.00, 0.07)","0.06 (0.02, 0.16)","0.02 (0.00, 0.09)","0.28 (0.16, 0.54)","46.72 (42.22, 51.05)","53.87 (49.88, 57.66)"
19099,"0.76 (0.59, 0.95)","6.17 (3.88, 7.81)","0.94 (0.69, 1.23)","0.15 (0.10, 0.22)","0.03 (0.00, 0.12)","0.10 (0.04, 0.21)","0.02 (0.00, 0.05)","0.31 (0.17, 0.54)","45.99 (42.29, 49.99)","54.16 (50.94, 57.59)"
19101,"0.75 (0.57, 0.97)","4.89 (2.95, 6.47)","0.98 (0.67, 1.38)","0.16 (0.10, 0.24)","0.02 (0.00, 0.10)","0.07 (0.02, 0.17)","0.02 (0.00, 0.07)","0.27 (0.15, 0.53)","38.21 (34.14, 42.43)","45.10 (41.60, 48.79)"
19103,"0.72 (0.57, 0.91)","5.65 (3.65, 7.08)","0.93 (0.70, 1.23)","0.13 (0.09, 0.19)","0.01 (0.00, 0.03)","0.05 (0.02, 0.11)","0.01 (0.00, 0.03)","0.20 (0.12, 0.34)","35.02 (32.28, 37.98)","42.53 (40.02, 45.16)"
19105,"0.92 (0.71, 1.17)","5.64 (3.53, 7.37)","1.16 (0.83, 1.58)","0.16 (0.10, 0.24)","0.02 (0.00, 0.07)","0.08 (0.03, 0.19)","0.02 (0.00, 0.06)","0.28 (0.15, 0.51)","44.13 (40.26, 48.34)","52.11 (48.46, 56.06)"
19107,"0.76 (0.59, 0.98)","5.03 (3.03, 6.76)","0.97 (0.67, 1.32)","0.16 (0.11, 0.25)","0.02 (0.00, 0.08)","0.06 (0.02, 0.14)","0.01 (0.00, 0.05)","0.25 (0.15, 0.45)","47.55 (43.03, 52.22)","54.55 (50.42, 59.00)"
19109,"0.71 (0.57, 0.89)","5.04 (3.09, 6.49)","1.00 (0.72, 1.34)","0.14 (0.10, 0.21)","0.01 (0.00, 0.02)","0.05 (0.02, 0.15)","0.01 (0.00, 0.03)","0.21 (0.13, 0.36)","39.51 (36.31, 43.26)","46.47 (43.27, 49.94)"
19111,"0.86 (0.67, 1.10)","4.94 (3.01, 6.34)","1.53 (1.09, 2.12)","0.20 (0.13, 0.28)","0.03 (0.00, 0.11)","0.16 (0.06, 0.32)","0.03 (0.01, 0.10)","0.42 (0.25, 0.72)","60.52 (56.32, 65.06)","68.27 (64.35, 72.96)"
19113,"1.01 (0.82, 1.27)","5.94 (3.72, 7.24)","1.06 (0.83, 1.35)","0.13 (0.09, 0.17)","0.02 (0.00, 0.06)","0.09 (0.05, 0.16)","0.02 (0.01, 0.06)","0.26 (0.17, 0.41)","52.98 (50.02, 56.21)","61.25 (58.69, 64.09)"
19115,"0.80 (0.64, 0.98)","5.86 (3.61, 7.93)","1.10 (0.78, 1.54)","0.18 (0.11, 0.27)","0.01 (0.00, 0.06)","0.07 (0.02, 0.16)","0.02 (0.00, 0.06)","0.28 (0.16, 0.50)","49.60 (44.51, 54.75)","57.64 (53.16, 62.38)"
19117,"0.79 (0.62, 1.00)","5.23 (3.33, 7.01)","1.00 (0.69, 1.41)","0.16 (0.10, 0.24)","0.08 (0.01, 0.30)","0.13 (0.05, 0.30)","0.02 (0.00, 0.05)","0.38 (0.20, 0.80)","40.18 (35.61, 44.76)","47.57 (43.60, 52.00)"
19119,"0.72 (0.56, 0.89)","5.21 (3.32, 6.84)","1.06 (0.76, 1.45)","0.16 (0.10, 0.23)","0.00 (0.00, 0.02)","0.05 (0.01, 0.12)","0.01 (0.00, 0.03)","0.21 (0.13, 0.37)","32.14 (28.20, 36.32)","39.35 (35.56, 43.00)"
