FIPS,other_resp_mortality,interstitial_lung_mortality,asthma_mortality,other_pneumoconiosis_mortality,coal_pneumoconiosis_mortality,asbestosis_mortality,silicosis_mortality,pneumoconiosis_mortality,COPD_mortality,chronic_respiratory_mortality
47173,"0.99 (0.74, 1.32)","5.53 (3.33, 7.57)","0.94 (0.63, 1.39)","0.25 (0.15, 0.36)","0.35 (0.09, 0.84)","0.40 (0.16, 0.80)","0.03 (0.01, 0.07)","1.02 (0.49, 2.00)","79.99 (73.16, 86.74)","88.48 (81.99, 94.97)"
47175,"0.95 (0.71, 1.22)","4.81 (2.81, 6.93)","1.10 (0.71, 1.63)","0.23 (0.14, 0.37)","0.53 (0.09, 1.68)","0.21 (0.07, 0.52)","0.02 (0.00, 0.07)","1.00 (0.38, 2.48)","61.21 (53.49, 68.99)","69.07 (61.97, 76.04)"
47177,"0.97 (0.72, 1.31)","5.36 (3.40, 7.04)","1.40 (1.01, 1.91)","0.22 (0.14, 0.32)","0.12 (0.03, 0.30)","0.18 (0.08, 0.32)","0.01 (0.00, 0.04)","0.53 (0.30, 0.88)","64.42 (59.94, 68.88)","72.68 (68.54, 77.01)"
47179,"0.88 (0.63, 1.20)","4.59 (2.91, 5.78)","1.05 (0.77, 1.39)","0.16 (0.11, 0.23)","0.07 (0.02, 0.19)","0.11 (0.05, 0.19)","0.01 (0.00, 0.03)","0.36 (0.22, 0.58)","56.04 (52.68, 59.45)","62.91 (59.72, 66.17)"
47181,"1.04 (0.77, 1.37)","5.94 (3.70, 8.04)","1.01 (0.70, 1.41)","0.29 (0.18, 0.43)","0.03 (0.00, 0.13)","0.18 (0.05, 0.47)","0.01 (0.00, 0.05)","0.51 (0.27, 0.98)","61.81 (55.69, 67.72)","70.30 (64.62, 76.07)"
47183,"0.89 (0.64, 1.21)","5.38 (3.44, 7.02)","1.49 (1.07, 2.06)","0.22 (0.15, 0.32)","0.03 (0.00, 0.14)","0.13 (0.04, 0.28)","0.03 (0.01, 0.09)","0.41 (0.23, 0.75)","59.12 (54.79, 64.11)","67.28 (63.32, 71.91)"
47185,"1.00 (0.71, 1.39)","5.68 (3.43, 7.61)","1.34 (0.91, 1.94)","0.22 (0.14, 0.33)","0.20 (0.04, 0.56)","0.28 (0.12, 0.58)","0.04 (0.01, 0.12)","0.73 (0.36, 1.53)","79.07 (72.71, 84.85)","87.83 (82.23, 93.06)"
47187,"0.56 (0.39, 0.78)","6.51 (4.14, 8.05)","0.58 (0.43, 0.78)","0.17 (0.12, 0.25)","0.01 (0.00, 0.06)","0.13 (0.06, 0.26)","0.01 (0.00, 0.03)","0.32 (0.20, 0.54)","39.39 (36.27, 42.81)","47.37 (44.57, 50.19)"
47189,"0.69 (0.52, 0.93)","5.02 (3.23, 6.25)","0.83 (0.62, 1.10)","0.17 (0.12, 0.25)","0.02 (0.00, 0.08)","0.08 (0.03, 0.15)","0.01 (0.00, 0.02)","0.28 (0.17, 0.45)","53.84 (50.27, 57.79)","60.66 (57.14, 64.06)"
48,"0.73 (0.69, 0.79)","5.38 (3.52, 6.04)","1.06 (0.98, 1.17)","0.20 (0.17, 0.24)","0.01 (0.01, 0.02)","0.23 (0.21, 0.26)","0.03 (0.02, 0.05)","0.47 (0.43, 0.53)","45.28 (43.76, 47.04)","52.93 (51.60, 54.45)"
48001,"0.99 (0.76, 1.29)","8.35 (5.34, 10.54)","1.47 (1.10, 1.94)","0.26 (0.17, 0.39)","0.01 (0.00, 0.07)","0.42 (0.19, 0.89)","0.09 (0.02, 0.28)","0.79 (0.44, 1.46)","67.93 (62.69, 72.71)","79.53 (74.91, 84.25)"
48003,"0.77 (0.61, 0.96)","4.88 (2.87, 6.92)","1.49 (1.02, 2.15)","0.21 (0.13, 0.32)","0.02 (0.00, 0.08)","0.07 (0.02, 0.17)","0.04 (0.01, 0.12)","0.33 (0.18, 0.60)","91.92 (84.44, 99.56)","99.38 (92.40, 106.82)"
48005,"0.80 (0.64, 1.00)","6.05 (3.91, 7.56)","1.15 (0.88, 1.48)","0.26 (0.19, 0.36)","0.02 (0.00, 0.06)","0.98 (0.59, 1.56)","0.09 (0.03, 0.23)","1.35 (0.87, 2.09)","52.79 (49.33, 56.48)","62.14 (59.02, 65.42)"
