state,date,gg_retail,gg_grocery,gg_park,gg_transit,gg_workplace,gg_residential
AK,2020-02-15,,,,,,
AK,2020-02-16,,,,,,
AK,2020-02-17,,,,,,
AK,2020-02-18,,,,,,
AK,2020-02-19,,,,,,
AK,2020-02-20,,,,,,
AK,2020-02-21,3.2857142857142856,0.42857142857142855,8.571428571428571,2.2857142857142856,-4.142857142857143,1.5714285714285714
AK,2020-02-22,3.2857142857142856,0.42857142857142855,8.428571428571429,2.4285714285714284,-3.7142857142857144,1.4285714285714286
AK,2020-02-23,2.857142857142857,0.2857142857142857,6.571428571428571,1.7142857142857142,-3.5714285714285716,1.4285714285714286
AK,2020-02-24,3.0,0.7142857142857143,6.285714285714286,3.142857142857143,1.5714285714285714,0.2857142857142857
AK,2020-02-25,4.142857142857143,0.8571428571428571,6.285714285714286,2.4285714285714284,2.2857142857142856,0.0
AK,2020-02-26,5.857142857142857,2.0,7.142857142857143,2.142857142857143,3.142857142857143,-0.2857142857142857
AK,2020-02-27,6.857142857142857,2.4285714285714284,8.285714285714286,3.2857142857142856,3.142857142857143,-0.42857142857142855
AK,2020-02-28,8.714285714285714,3.4285714285714284,10.0,3.7142857142857144,3.2857142857142856,-0.7142857142857143
AK,2020-02-29,9.857142857142858,4.285714285714286,9.428571428571429,5.0,3.4285714285714284,-0.8571428571428571
AK,2020-03-01,10.714285714285714,5.714285714285714,8.0,7.142857142857143,3.857142857142857,-0.8571428571428571
AK,2020-03-02,11.0,6.428571428571429,7.571428571428571,7.428571428571429,3.5714285714285716,-0.8571428571428571
AK,2020-03-03,11.714285714285714,7.857142857142857,7.142857142857143,8.0,3.5714285714285716,-0.8571428571428571
AK,2020-03-04,11.571428571428571,8.142857142857142,6.571428571428571,8.857142857142858,3.5714285714285716,-0.8571428571428571
AK,2020-03-05,11.428571428571429,8.285714285714286,6.0,8.142857142857142,3.5714285714285716,-0.7142857142857143
AK,2020-03-06,11.0,8.142857142857142,5.571428571428571,8.285714285714286,2.7142857142857144,-0.2857142857142857
AK,2020-03-07,10.857142857142858,8.285714285714286,6.714285714285714,7.857142857142857,2.4285714285714284,-0.14285714285714285
AK,2020-03-08,10.142857142857142,7.428571428571429,10.714285714285714,6.857142857142857,2.0,-0.14285714285714285
AK,2020-03-09,10.285714285714286,7.142857142857143,12.142857142857142,6.428571428571429,0.42857142857142855,0.14285714285714285
AK,2020-03-10,10.571428571428571,6.714285714285714,14.0,6.285714285714286,-1.0,0.42857142857142855
AK,2020-03-11,10.714285714285714,6.857142857142857,15.857142857142858,5.571428571428571,-2.5714285714285716,0.7142857142857143
AK,2020-03-12,11.142857142857142,8.571428571428571,17.571428571428573,4.857142857142857,-4.142857142857143,1.0
AK,2020-03-13,10.857142857142858,10.714285714285714,18.428571428571427,3.5714285714285716,-5.571428571428571,1.2857142857142858
AK,2020-03-14,9.142857142857142,12.0,21.285714285714285,2.4285714285714284,-6.142857142857143,1.5714285714285714
AK,2020-03-15,8.0,12.857142857142858,24.714285714285715,2.142857142857143,-6.571428571428571,1.7142857142857142
AK,2020-03-16,7.142857142857143,15.142857142857142,26.857142857142858,0.8571428571428571,-6.857142857142857,2.0
AK,2020-03-17,3.2857142857142856,15.428571428571429,27.0,-1.1428571428571428,-8.0,2.7142857142857144
AK,2020-03-18,-1.1428571428571428,15.285714285714286,25.571428571428573,-3.2857142857142856,-9.857142857142858,3.7142857142857144
AK,2020-03-19,-6.571428571428571,13.142857142857142,24.714285714285715,-6.142857142857143,-12.142857142857142,4.857142857142857
AK,2020-03-20,-11.571428571428571,10.857142857142858,25.714285714285715,-9.571428571428571,-14.285714285714286,6.142857142857143
AK,2020-03-21,-16.857142857142858,8.0,20.571428571428573,-13.285714285714286,-17.0,7.142857142857143
AK,2020-03-22,-21.857142857142858,5.428571428571429,21.571428571428573,-18.571428571428573,-19.857142857142858,8.0
AK,2020-03-23,-27.142857142857142,1.0,20.714285714285715,-23.0,-23.142857142857142,9.428571428571429
AK,2020-03-24,-30.428571428571427,-1.8571428571428572,21.428571428571427,-26.857142857142858,-26.571428571428573,10.714285714285714
AK,2020-03-25,-33.42857142857143,-5.142857142857143,21.428571428571427,-31.142857142857142,-29.428571428571427,12.0
