FIPS,tubercolosis_mortality,AIDS_mortality,diarrheal_mortality,lower_respiratory_mortality,meningitis_mortality,hepatitis_mortality
13247,0.48,3.82,3.19,32.01,0.55,0.27
13249,0.28,2.26,1.39,33.61,0.45,0.16
13251,0.5,5.01,2.09,30.97,0.61,0.24
13253,0.34,4.35,1.69,28.59,0.57,0.24
13255,0.4,5.18,1.68,58.2,0.62,0.23
13257,0.3,1.93,2.17,41.8,0.48,0.31
13259,0.83,5.87,2.03,74.06,0.79,0.21
13261,0.57,6.05,1.9,38.85,0.7,0.22
13263,0.43,3.83,2.18,45.93,0.73,0.17
13265,0.45,3.83,2.59,46.86,0.73,0.21
13267,0.46,4.27,1.67,43.13,0.57,0.28
13269,0.4,4.2,1.95,43.66,0.63,0.2
13271,0.58,5.09,2.17,36.98,0.61,0.33
13273,0.66,6.22,2.06,36.53,0.75,0.2
13275,0.47,6.9,2.06,47.06,0.62,0.26
13277,0.52,4.97,1.82,31.55,0.55,0.29
13279,0.39,3.94,1.99,48.23,0.53,0.28
13281,0.15,0.97,1.66,33.04,0.39,0.24
13283,0.37,3.8,1.94,42.56,0.55,0.22
13285,0.44,4.1,1.84,38.41,0.63,0.2
13287,0.82,8.47,1.96,40.58,0.62,0.22
13289,0.41,4.3,2.44,43.37,0.63,0.18
13291,0.13,0.87,1.91,40.41,0.4,0.23
13293,0.36,4.95,2.12,59.03,0.61,0.18
13295,0.35,1.25,2.2,30.51,0.43,0.22
13297,0.19,1.77,1.87,26.92,0.42,0.28
13299,0.48,4.82,2.19,41.23,0.59,0.31
13301,0.43,4.74,2.63,61.61,0.82,0.21
13303,0.35,3.35,2.0,47.18,0.66,0.19
13305,0.38,2.7,1.3,41.7,0.47,0.27
13307,0.46,4.36,1.71,43.65,0.62,0.17
13309,0.48,3.08,2.18,35.03,0.59,0.28
13311,0.14,1.08,1.97,27.0,0.43,0.24
13313,0.39,1.24,2.1,34.45,0.43,0.35
13315,0.55,7.12,1.88,55.07,0.63,0.24
13317,0.31,3.41,1.95,41.79,0.64,0.22
13319,0.31,2.75,1.97,43.03,0.61,0.19
13321,0.37,3.76,1.62,33.9,0.52,0.19
15001,0.21,1.1,0.48,24.08,0.33,0.25
15003,0.32,1.05,0.49,34.68,0.32,0.34
15005,0.25,0.84,0.47,19.61,0.28,0.27
15007,0.18,0.84,0.52,26.76,0.3,0.24
15009,0.25,0.84,0.47,19.61,0.28,0.27
16001,0.11,0.45,1.45,15.7,0.28,0.18
16003,0.08,0.27,1.3,13.37,0.27,0.22
16005,0.13,0.43,1.35,27.72,0.38,0.25
16007,0.08,0.33,1.35,33.76,0.35,0.15
16009,0.15,0.39,1.75,27.55,0.36,0.18
16011,0.15,0.31,1.27,23.07,0.35,0.2
16013,0.09,0.21,1.47,20.85,0.27,0.17
16015,0.07,0.26,1.28,14.19,0.26,0.15
16017,0.12,0.45,1.53,13.66,0.28,0.22
16019,0.14,0.39,1.37,18.46,0.33,0.2
16021,0.12,0.46,1.3,15.46,0.27,0.21
16023,0.07,0.22,1.3,28.05,0.31,0.17
16025,0.08,0.18,1.5,18.2,0.28,0.13
16027,0.17,0.64,2.14,21.54,0.36,0.41
16029,0.1,0.3,1.33,28.04,0.33,0.14
16031,0.12,0.31,1.8,25.85,0.37,0.21
16033,0.13,0.24,1.47,21.42,0.34,0.16
16035,0.1,0.24,1.64,20.39,0.31,0.18
16037,0.07,0.18,1.29,18.3,0.27,0.16
16039,0.12,0.31,1.87,19.66,0.34,0.2
16041,0.1,0.29,1.49,28.03,0.35,0.18
16043,0.1,0.33,1.4,20.22,0.33,0.17
16045,0.11,0.47,1.89,27.13,0.32,0.28
16047,0.18,0.46,2.01,28.18,0.38,0.23
16049,0.09,0.22,1.4,22.56,0.3,0.18
16051,0.1,0.32,1.25,18.73,0.31,0.18
16053,0.17,0.36,2.43,24.91,0.38,0.22
16055,0.11,0.36,1.58,16.99,0.31,0.19
16057,0.1,0.26,1.59,15.15,0.25,0.18
16059,0.08,0.23,1.5,26.02,0.31,0.19
16061,0.1,0.26,1.33,20.81,0.32,0.19
16063,0.13,0.26,1.93,27.0,0.36,0.19
16065,0.09,0.31,1.37,15.38,0.32,0.18
16067,0.14,0.34,1.78,23.75,0.37,0.22
16069,0.11,0.32,1.44,24.54,0.32,0.2
16071,0.06,0.21,1.5,26.86,0.32,0.14
16073,0.13,0.31,1.93,23.38,0.4,0.25
16075,0.14,0.46,1.58,15.8,0.3,0.37
16077,0.11,0.24,1.41,24.51,0.35,0.19
16079,0.13,0.31,1.6,21.63,0.33,0.19
16081,0.11,0.29,1.46,13.98,0.3,0.16
16083,0.12,0.36,2.7,30.34,0.36,0.25
16085,0.07,0.24,1.25,18.99,0.26,0.18
16087,0.14,0.49,1.69,24.05,0.34,0.38
17001,0.13,0.73,2.13,45.48,0.39,0.12
17003,0.3,1.26,3.37,34.93,0.64,0.23
17005,0.13,0.62,3.17,35.67,0.39,0.14
17007,0.15,0.57,1.78,24.42,0.36,0.12
17009,0.18,0.91,2.54,27.36,0.42,0.11
17011,0.1,0.59,2.26,30.38,0.36,0.12
17013,0.08,0.33,2.75,20.73,0.34,0.11
17015,0.09,0.34,1.88,23.38,0.33,0.09
17017,0.17,0.88,2.63,33.01,0.42,0.14
17019,0.24,1.12,2.9,26.87,0.44,0.17
17021,0.12,0.6,2.63,42.84,0.41,0.15
17023,0.14,0.68,3.19,26.78,0.38,0.14
17025,0.16,0.67,3.69,35.38,0.41,0.14
17027,0.11,0.55,3.42,35.72,0.35,0.11
17029,0.13,0.8,3.54,29.71,0.45,0.18
17031,0.29,2.92,2.6,30.46,0.53,0.19
17033,0.15,0.71,3.8,29.55,0.42,0.18
17035,0.12,0.53,3.34,29.09,0.37,0.14
17039,0.12,0.86,2.69,28.31,0.4,0.14
17037,0.13,0.62,2.28,25.87,0.38,0.12
17041,0.15,0.6,2.67,30.36,0.35,0.12
17043,0.16,0.42,2.36,25.24,0.3,0.12
17045,0.11,0.56,2.68,27.18,0.37,0.14
17047,0.17,0.68,3.8,35.19,0.43,0.15
17049,0.14,0.57,5.82,28.79,0.37,0.14
17051,0.13,0.58,3.86,39.35,0.38,0.13
17053,0.1,0.54,2.6,30.34,0.38,0.12
17055,0.16,0.71,4.25,46.51,0.45,0.19
17057,0.11,0.69,3.05,36.0,0.43,0.13
17059,0.15,0.82,3.05,34.24,0.44,0.18
17061,0.11,0.55,2.79,37.65,0.4,0.12
17063,0.11,0.49,3.49,31.26,0.36,0.12
17065,0.15,0.66,3.16,28.33,0.39,0.14
17067,0.12,0.48,1.79,28.47,0.35,0.12
17069,0.14,0.67,2.28,39.91,0.38,0.18
17071,0.11,0.56,1.74,21.17,0.34,0.11
17073,0.09,0.43,2.52,30.41,0.36,0.11
17075,0.11,0.52,2.32,26.75,0.37,0.11
17077,0.22,1.18,4.05,33.12,0.5,0.2
17079,0.12,0.54,3.59,37.63,0.37,0.12
17081,0.29,0.94,3.77,76.09,0.42,0.18
17083,0.12,0.48,3.19,26.88,0.35,0.11
17085,0.07,0.27,1.32,20.63,0.27,0.07
17087,0.16,1.26,2.32,34.6,0.41,0.17
17089,0.16,0.79,2.55,27.24,0.35,0.12
17091,0.17,1.08,3.18,38.27,0.45,0.14
17093,0.14,0.5,3.0,24.69,0.33,0.11
17095,0.13,0.77,3.25,36.61,0.45,0.15
17099,0.14,0.61,3.22,29.96,0.38,0.12
17097,0.16,0.55,1.99,25.47,0.3,0.11
17101,0.29,1.14,4.27,47.44,0.47,0.19
17103,0.14,1.22,2.22,25.48,0.39,0.14
17105,0.16,0.84,2.95,31.21,0.44,0.17
17107,0.16,1.03,3.21,36.19,0.47,0.2
17115,0.2,1.48,3.32,38.53,0.54,0.18
17117,0.11,0.56,3.69,38.8,0.37,0.12
17119,0.17,1.02,3.47,35.64,0.42,0.17
17121,0.17,0.86,4.02,40.69,0.41,0.15
17123,0.12,0.51,2.45,26.22,0.35,0.1
17125,0.13,0.7,3.74,35.6,0.41,0.13
17127,0.19,0.96,2.51,27.61,0.41,0.22
17109,0.13,0.66,1.83,37.42,0.36,0.12
17111,0.13,0.33,1.99,24.42,0.28,0.11
17113,0.16,0.77,2.33,22.22,0.37,0.14
17129,0.11,0.65,3.37,42.33,0.38,0.12
17131,0.09,0.41,1.74,18.91,0.3,0.11
17133,0.11,0.5,2.98,24.08,0.31,0.14
17135,0.11,0.74,2.87,42.02,0.41,0.13
17137,0.12,0.62,2.81,39.8,0.39,0.12
17139,0.11,0.49,2.78,46.53,0.35,0.11
17141,0.11,0.34,2.2,25.42,0.31,0.09
17143,0.21,1.28,3.74,33.45,0.49,0.13
17145,0.18,0.94,2.96,38.81,0.4,0.17
17147,0.14,0.78,2.81,29.12,0.35,0.12
17149,0.12,0.48,2.43,28.22,0.38,0.12
17151,0.12,0.61,2.06,30.78,0.35,0.14
17153,0.29,1.48,3.22,38.35,0.61,0.21
17155,0.11,0.41,2.3,22.29,0.32,0.09
17157,0.14,0.85,3.79,27.13,0.39,0.17
17159,0.14,0.65,3.05,37.68,0.4,0.16
17161,0.15,0.91,1.62,30.17,0.41,0.16
17163,0.33,2.44,3.72,35.18,0.51,0.15
17165,0.17,1.07,2.84,44.79,0.44,0.2
17167,0.19,1.22,3.36,33.23,0.46,0.18
17169,0.11,0.6,2.01,20.4,0.35,0.11
17171,0.13,0.51,2.76,30.82,0.34,0.1
17173,0.11,0.55,2.76,29.73,0.35,0.12
17175,0.1,0.66,3.11,34.97,0.37,0.11
17177,0.11,0.47,2.12,25.44,0.36,0.1
17179,0.12,0.62,4.31,32.95,0.37,0.11
17181,0.12,0.56,2.73,51.19,0.41,0.16
17183,0.19,1.19,3.33,34.3,0.48,0.17
17185,0.16,0.67,3.05,36.16,0.4,0.17
17187,0.14,0.68,2.59,35.92,0.36,0.12
17189,0.12,0.5,2.88,26.53,0.32,0.11
17191,0.16,0.7,3.67,40.1,0.39,0.12
17193,0.16,0.71,4.14,41.05,0.44,0.16
17195,0.11,0.53,2.69,25.12,0.37,0.11
17197,0.17,0.65,2.34,24.78,0.36,0.11
17199,0.18,0.72,3.8,41.96,0.4,0.15
17201,0.2,1.35,2.72,24.53,0.44,0.18
17203,0.11,0.51,3.48,28.99,0.35,0.09
18001,0.1,0.41,1.85,22.91,0.38,0.11
18003,0.21,1.21,1.93,26.06,0.46,0.15
18005,0.18,0.7,2.84,24.7,0.42,0.16
18007,0.1,0.4,2.66,24.86,0.37,0.11
18009,0.11,0.71,3.73,31.77,0.47,0.16
18011,0.14,0.61,2.77,21.29,0.33,0.14
18013,0.12,0.58,2.32,21.4,0.34,0.14
18015,0.12,0.46,2.4,25.25,0.32,0.13
18017,0.19,0.55,3.04,29.76,0.41,0.16
18019,0.28,1.34,2.84,43.07,0.49,0.29
18021,0.18,0.83,3.52,25.54,0.41,0.19
18023,0.16,0.56,2.03,36.45,0.37,0.16
18025,0.16,0.54,3.89,37.28,0.43,0.14
18027,0.23,0.67,4.34,32.68,0.45,0.17
18033,0.1,0.67,1.75,27.93,0.36,0.12
18029,0.11,0.33,2.75,29.08,0.31,0.13
18031,0.17,0.76,2.63,18.37,0.38,0.14
18035,0.2,1.14,3.56,29.3,0.52,0.23
18037,0.13,0.42,3.11,35.46,0.38,0.13
18039,0.18,0.73,2.08,27.01,0.41,0.12
18041,0.14,0.69,2.84,23.49,0.42,0.23
18043,0.21,1.22,2.96,40.39,0.43,0.24
18045,0.13,0.6,3.24,30.06,0.38,0.14
18047,0.12,0.41,3.2,23.51,0.34,0.13
18049,0.15,0.6,2.1,22.69,0.43,0.17
18051,0.16,0.49,3.34,25.59,0.4,0.23
18053,0.18,1.02,2.81,26.62,0.5,0.2
18055,0.16,0.66,3.29,33.4,0.43,0.17
18057,0.14,0.48,2.2,26.03,0.34,0.11
18059,0.13,0.53,2.83,31.84,0.39,0.13
18061,0.16,0.62,2.55,27.38,0.38,0.14
18063,0.17,0.57,3.33,26.37,0.35,0.19
18065,0.2,0.81,3.16,36.88,0.44,0.2
18067,0.22,1.18,2.97,37.06,0.41,0.18
18069,0.11,0.55,1.6,31.01,0.38,0.11
18071,0.16,0.71,3.62,29.8,0.43,0.2
18073,0.11,0.43,2.54,29.35,0.36,0.11
18075,0.11,0.61,2.75,25.78,0.42,0.14
18077,0.21,0.65,2.76,39.12,0.4,0.25
18079,0.17,0.73,2.52,32.0,0.43,0.23
18081,0.13,0.47,2.96,27.69,0.37,0.18
18083,0.25,1.18,3.95,37.74,0.45,0.2
18085,0.13,0.51,2.41,29.21,0.42,0.13
18087,0.11,0.43,1.9,23.51,0.36,0.12
18091,0.2,0.93,3.41,25.02,0.46,0.13
18089,0.33,1.93,2.05,29.37,0.49,0.18
18093,0.17,0.8,4.73,34.57,0.43,0.15
18095,0.16,1.01,3.0,42.2,0.53,0.19
18097,0.32,2.46,3.9,28.94,0.63,0.35
18099,0.12,0.45,1.91,25.92,0.36,0.11
18101,0.16,0.57,3.67,31.41,0.4,0.14
18103,0.21,1.03,2.03,26.31,0.42,0.21
18105,0.19,1.0,3.51,27.18,0.42,0.23
18107,0.16,0.63,2.89,26.27,0.36,0.16
18109,0.13,0.56,3.09,32.8,0.37,0.17
18111,0.12,0.48,2.27,29.39,0.34,0.09
18113,0.12,0.51,1.59,24.31,0.38,0.11
18115,0.14,0.41,2.97,30.27,0.36,0.15
18117,0.18,0.75,5.16,40.91,0.45,0.16
18119,0.13,0.6,3.26,31.76,0.39,0.16
18121,0.14,0.71,2.92,23.24,0.38,0.15
18123,0.13,0.51,3.06,40.24,0.44,0.14
18125,0.14,0.48,2.8,26.45,0.4,0.16
18127,0.17,0.69,2.7,24.63,0.36,0.13
18129,0.13,0.52,3.05,26.72,0.38,0.16
18131,0.11,0.42,2.27,25.76,0.38,0.12
18133,0.14,0.81,4.12,28.17,0.41,0.17
18135,0.16,0.68,3.85,31.72,0.4,0.17
18137,0.16,0.51,3.17,26.74,0.36,0.15
18139,0.16,0.6,2.56,23.94,0.36,0.14
18141,0.24,1.32,2.8,24.5,0.5,0.18
18143,0.19,0.78,3.03,60.1,0.47,0.27
18145,0.13,0.56,2.64,27.61,0.38,0.17
18147,0.15,0.55,2.29,29.21,0.37,0.14
18149,0.14,0.58,2.31,50.2,0.42,0.14
18151,0.09,0.48,1.56,20.62,0.33,0.14
18153,0.23,0.93,3.72,38.83,0.47,0.21
18155,0.19,0.56,2.96,28.99,0.37,0.18
18157,0.21,0.8,2.87,27.91,0.39,0.16
18159,0.13,0.49,2.05,30.03,0.36,0.13
18161,0.11,0.5,3.18,27.27,0.37,0.14
18163,0.25,1.28,3.84,32.7,0.5,0.33
18165,0.13,0.65,2.99,29.61,0.41,0.16
18167,0.19,1.43,4.38,37.11,0.47,0.2
18169,0.16,0.73,1.89,24.44,0.43,0.13
18171,0.1,0.41,3.12,27.23,0.35,0.1
18173,0.15,0.44,2.99,33.13,0.36,0.14
18175,0.16,0.6,3.66,30.92,0.4,0.19
18177,0.19,1.09,5.33,27.36,0.47,0.2
18179,0.1,0.41,2.0,29.86,0.36,0.11
18181,0.11,0.4,3.1,25.97,0.37,0.11
18183,0.11,0.52,1.49,29.77,0.35,0.09
19001,0.08,0.3,1.5,44.17,0.3,0.1
19003,0.09,0.36,1.67,20.46,0.33,0.11
19005,0.06,0.23,1.73,24.41,0.29,0.08
19007,0.1,0.45,1.44,24.4,0.36,0.16
19009,0.08,0.26,1.59,20.1,0.29,0.09
19011,0.08,0.31,1.54,18.56,0.26,0.09
19013,0.14,0.66,2.09,21.71,0.37,0.14
19015,0.08,0.35,1.45,29.5,0.31,0.14
19017,0.07,0.26,1.65,17.28,0.27,0.09
19019,0.08,0.32,1.72,20.33,0.32,0.1
19021,0.17,0.41,1.68,23.26,0.32,0.11
19023,0.08,0.25,1.44,21.63,0.29,0.09
19025,0.08,0.27,1.75,25.23,0.28,0.1
19027,0.08,0.3,1.51,22.35,0.28,0.11
19029,0.08,0.39,1.76,22.91,0.34,0.13
19031,0.09,0.32,1.95,19.04,0.26,0.09
19033,0.08,0.4,1.38,23.02,0.3,0.12
19035,0.08,0.31,1.62,22.94,0.28,0.09
19037,0.07,0.22,1.59,17.54,0.28,0.1
19039,0.11,0.38,1.6,21.85,0.33,0.13
19041,0.1,0.35,1.7,24.7,0.3,0.09
19043,0.06,0.29,1.3,22.71,0.27,0.08
19045,0.1,0.42,2.25,21.92,0.33,0.14
19047,0.15,0.41,1.91,17.17,0.32,0.11
19049,0.11,0.36,1.42,25.47,0.28,0.1
19051,0.09,0.32,1.58,40.42,0.35,0.11
19053,0.12,0.54,1.75,31.89,0.36,0.15
19055,0.07,0.29,1.95,19.96,0.28,0.08
19057,0.14,0.66,1.73,30.9,0.39,0.19
19059,0.08,0.26,1.47,19.0,0.26,0.08
19061,0.09,0.39,1.28,24.17,0.29,0.08
19063,0.1,0.28,1.72,22.16,0.31,0.1
19065,0.07,0.29,1.6,39.68,0.31,0.09
19067,0.09,0.36,1.3,19.85,0.31,0.11
19069,0.09,0.32,1.4,21.6,0.28,0.09
19071,0.1,0.44,1.77,37.64,0.36,0.14
19073,0.08,0.29,1.76,15.67,0.3,0.12
19075,0.08,0.36,1.46,20.16,0.26,0.08
19077,0.08,0.27,1.34,20.37,0.29,0.1
19079,0.1,0.36,1.6,23.75,0.3,0.12
19081,0.07,0.25,1.6,23.79,0.26,0.09
19083,0.09,0.39,1.62,19.32,0.29,0.09
19085,0.09,0.42,1.81,18.95,0.31,0.1
19087,0.14,0.46,1.57,28.13,0.33,0.12
19089,0.06,0.25,1.29,30.86,0.29,0.1
19091,0.09,0.31,1.38,20.96,0.27,0.1
19093,0.08,0.34,1.62,22.19,0.29,0.1
19095,0.07,0.26,1.6,24.78,0.28,0.09
19097,0.07,0.29,1.42,21.33,0.28,0.08
19099,0.09,0.32,1.25,22.85,0.31,0.1
19101,0.13,0.42,1.66,27.81,0.36,0.11
19103,0.16,0.69,1.72,18.24,0.29,0.12
19105,0.07,0.29,1.85,19.16,0.27,0.09
19107,0.08,0.27,1.97,23.91,0.32,0.1
19109,0.07,0.24,1.28,18.28,0.26,0.08
19111,0.12,0.52,2.2,32.09,0.4,0.16
19113,0.11,0.42,2.86,21.04,0.3,0.13
19115,0.14,0.49,1.7,30.68,0.33,0.12
19117,0.09,0.38,1.58,29.32,0.34,0.14
19119,0.07,0.27,1.49,15.22,0.24,0.07
19121,0.09,0.28,1.61,34.12,0.29,0.1
19123,0.09,0.31,1.4,23.01,0.3,0.11
19125,0.09,0.33,1.77,33.31,0.31,0.12
19127,0.17,0.52,1.72,30.09,0.34,0.11
19129,0.1,0.56,2.03,45.25,0.41,0.14
19131,0.06,0.27,1.34,28.47,0.29,0.09
19133,0.09,0.49,1.77,29.51,0.32,0.11
19135,0.09,0.35,1.43,33.3,0.33,0.12
19137,0.11,0.46,1.96,28.54,0.38,0.15
19139,0.14,0.51,2.29,31.23,0.33,0.11
19141,0.08,0.29,1.46,26.31,0.29,0.08
19143,0.09,0.3,1.55,17.85,0.27,0.08
19145,0.11,0.51,2.02,38.91,0.42,0.15
19147,0.08,0.29,1.39,17.34,0.28,0.09
19149,0.07,0.32,1.58,18.4,0.26,0.07
19151,0.08,0.29,1.59,32.31,0.28,0.09
19153,0.18,0.9,1.59,28.05,0.37,0.19
19155,0.11,0.63,2.59,26.57,0.38,0.13
19157,0.09,0.33,1.33,21.31,0.3,0.09
19159,0.11,0.38,1.69,13.27,0.31,0.12
19161,0.07,0.28,1.78,25.64,0.3,0.1
19163,0.17,0.59,1.9,21.84,0.33,0.18
19165,0.07,0.29,1.63,27.23,0.3,0.1
19167,0.09,0.31,1.41,23.41,0.26,0.08
19169,0.12,0.39,1.44,20.61,0.28,0.11
19171,0.11,0.34,1.39,21.9,0.3,0.08
19173,0.13,0.49,1.91,21.28,0.34,0.13
19175,0.11,0.43,1.68,18.57,0.33,0.12
19177,0.11,0.43,1.71,33.34,0.36,0.12
19179,0.14,0.47,1.78,36.28,0.37,0.15
19181,0.08,0.3,1.35,25.92,0.28,0.1
19183,0.09,0.29,1.73,27.17,0.32,0.1
19185,0.09,0.43,1.49,23.44,0.33,0.13
19187,0.1,0.57,2.04,33.69,0.36,0.14
19189,0.07,0.3,1.25,19.47,0.27,0.09
19191,0.06,0.23,1.38,19.84,0.25,0.08
19193,0.17,0.77,2.41,27.67,0.38,0.15
19195,0.08,0.35,1.35,18.42,0.27,0.09
19197,0.09,0.32,1.58,26.95,0.28,0.09
20001,0.14,0.65,1.96,32.79,0.46,0.14
20003,0.1,0.44,2.12,26.3,0.41,0.13
20005,0.11,0.49,2.38,22.83,0.4,0.13
20007,0.09,0.42,1.39,32.88,0.38,0.13
20009,0.17,0.62,1.53,35.16,0.42,0.12
20011,0.12,0.56,2.13,42.38,0.46,0.16
20013,0.12,0.41,1.86,32.88,0.44,0.1
20015,0.11,0.51,1.39,35.17,0.41,0.12
20017,0.08,0.35,1.53,28.96,0.37,0.09
20019,0.12,0.42,2.03,32.73,0.45,0.17
20021,0.23,0.91,2.54,43.64,0.47,0.23
20023,0.08,0.35,1.89,29.94,0.37,0.14
20025,0.1,0.43,1.34,30.87,0.39,0.14
20027,0.09,0.38,1.84,27.92,0.37,0.09
20029,0.12,0.55,1.77,39.39,0.45,0.11
20031,0.1,0.42,1.87,29.05,0.36,0.1
20033,0.09,0.42,1.31,31.06,0.4,0.14
20035,0.15,0.72,1.73,37.77,0.47,0.2
20037,0.14,0.69,2.49,36.37,0.45,0.2
20039,0.07,0.33,2.01,41.96,0.37,0.12
20041,0.1,0.46,1.65,35.17,0.41,0.11
20043,0.13,0.53,2.03,31.78,0.38,0.12
20045,0.16,0.48,2.47,23.97,0.39,0.12
20047,0.13,0.44,1.49,33.27,0.41,0.12
20049,0.1,0.46,1.67,27.98,0.42,0.14
20051,0.13,0.53,1.97,31.64,0.39,0.1
20053,0.1,0.41,1.63,40.3,0.4,0.08
20055,0.18,0.46,1.75,27.1,0.43,0.16
20057,0.26,0.55,1.75,37.64,0.48,0.19
20059,0.12,0.45,3.11,27.97,0.4,0.12
20061,0.25,1.18,2.0,24.27,0.54,0.19
20063,0.06,0.28,1.85,30.11,0.36,0.1
20065,0.08,0.36,1.75,23.42,0.37,0.1
20067,0.18,0.51,1.85,35.02,0.4,0.15
20069,0.1,0.3,1.41,26.68,0.35,0.11
20071,0.11,0.43,2.04,27.11,0.38,0.14
20073,0.09,0.4,1.61,28.43,0.41,0.12
20075,0.15,0.56,1.83,25.11,0.44,0.17
20077,0.17,0.61,1.83,35.45,0.42,0.14
20079,0.13,0.49,1.61,27.53,0.4,0.11
20081,0.14,0.45,1.63,24.83,0.38,0.14
20083,0.08,0.28,1.36,29.2,0.36,0.1
20085,0.12,0.38,1.89,25.25,0.38,0.09
20087,0.1,0.29,2.18,23.74,0.33,0.09
20089,0.08,0.33,1.53,30.8,0.38,0.08
20091,0.14,0.47,2.36,21.47,0.32,0.11
20093,0.12,0.51,1.63,28.26,0.39,0.14
20095,0.1,0.44,1.26,26.06,0.35,0.11
20097,0.09,0.37,1.36,24.71,0.38,0.12
20099,0.2,1.0,2.44,44.25,0.46,0.17
20101,0.08,0.34,1.67,27.79,0.39,0.1
20103,0.13,0.39,2.55,23.22,0.35,0.12
20105,0.08,0.35,1.52,45.15,0.38,0.08
20107,0.09,0.35,2.4,35.01,0.4,0.12
20109,0.08,0.32,2.02,29.94,0.38,0.11
20111,0.14,0.52,1.77,32.01,0.42,0.13
20115,0.1,0.39,1.52,30.94,0.4,0.1
20117,0.08,0.25,1.36,27.29,0.3,0.08
20113,0.1,0.38,1.5,27.43,0.37,0.09
20119,0.12,0.39,1.47,22.33,0.36,0.14
20121,0.1,0.31,2.3,26.21,0.36,0.12
20123,0.09,0.41,1.99,45.77,0.42,0.08
20125,0.18,0.72,2.67,32.31,0.49,0.18
20127,0.11,0.43,1.66,28.23,0.38,0.11
20129,0.11,0.44,1.74,34.15,0.4,0.16
20131,0.09,0.27,1.61,26.55,0.31,0.08
20133,0.14,0.69,2.28,44.17,0.45,0.15
20135,0.08,0.33,1.4,21.27,0.35,0.09
20137,0.1,0.4,1.93,22.76,0.35,0.13
20139,0.11,0.34,2.0,27.79,0.37,0.09
20141,0.09,0.39,1.73,28.32,0.41,0.09
20143,0.09,0.44,1.5,26.69,0.4,0.08
20145,0.11,0.44,1.58,37.93,0.42,0.12
20147,0.09,0.34,1.81,31.17,0.36,0.1
20149,0.08,0.29,1.46,27.44,0.31,0.07
20151,0.11,0.49,1.33,32.51,0.39,0.13
20153,0.07,0.33,1.87,26.19,0.35,0.13
20155,0.13,0.59,1.16,32.31,0.43,0.15
20157,0.09,0.35,1.44,41.4,0.4,0.08
20159,0.12,0.48,1.42,36.64,0.41,0.11
20161,0.17,0.59,1.73,25.14,0.36,0.14
20163,0.09,0.35,1.81,40.35,0.38,0.1
20165,0.09,0.38,1.47,25.18,0.36,0.09
20167,0.11,0.45,1.61,26.89,0.42,0.1
20169,0.13,0.59,1.78,31.28,0.44,0.1
20171,0.11,0.39,1.9,25.09,0.39,0.13
20173,0.24,1.31,1.59,33.69,0.51,0.18
20175,0.36,1.03,1.88,23.8,0.49,0.27
20177,0.19,0.76,2.0,31.52,0.46,0.12
20179,0.07,0.28,1.96,32.1,0.35,0.11
20181,0.11,0.46,2.05,35.76,0.42,0.16
20183,0.09,0.37,1.54,41.25,0.39,0.09
20185,0.11,0.4,1.38,34.02,0.4,0.11
20187,0.13,0.46,1.92,31.87,0.41,0.15
20189,0.13,0.51,1.86,27.49,0.38,0.16
20191,0.14,0.66,1.45,28.56,0.38,0.13
20193,0.08,0.36,2.29,34.61,0.39,0.13
20195,0.08,0.33,1.7,36.86,0.37,0.1
20197,0.1,0.42,1.82,24.14,0.37,0.09
20199,0.08,0.35,2.15,25.73,0.38,0.13
20201,0.08,0.3,1.64,25.36,0.34,0.08
20203,0.12,0.41,1.92,28.74,0.38,0.13
20205,0.14,0.5,2.29,41.96,0.46,0.15
20207,0.11,0.45,2.01,28.93,0.45,0.13
20209,0.36,2.02,3.87,29.36,0.63,0.31
21001,0.3,0.62,2.35,56.16,0.47,0.15
21003,0.33,0.88,2.33,39.11,0.44,0.23
21005,0.19,0.68,2.56,32.37,0.41,0.17
21007,0.12,0.48,2.0,36.74,0.38,0.17
21009,0.29,0.84,1.84,44.38,0.46,0.23
21011,0.17,0.53,2.3,45.84,0.5,0.16
21013,0.23,0.74,2.31,40.24,0.52,0.32
21015,0.16,0.53,3.03,25.95,0.34,0.17
21017,0.2,0.68,2.19,29.39,0.48,0.17
21019,0.17,0.69,2.28,39.06,0.43,0.17
21021,0.23,0.64,2.19,36.09,0.46,0.16
21023,0.16,0.5,3.37,37.88,0.42,0.14
21025,0.21,0.59,2.7,61.2,0.58,0.19
21027,0.16,0.53,2.19,25.43,0.41,0.15
21029,0.16,0.56,2.46,28.6,0.38,0.14
21031,0.21,0.53,2.37,26.65,0.43,0.19
21033,0.14,0.72,1.92,27.25,0.39,0.25
21035,0.2,0.67,2.17,35.55,0.37,0.21
21037,0.17,0.83,3.36,29.15,0.35,0.21
21039,0.12,0.51,2.02,29.02,0.37,0.18
21041,0.24,0.84,3.83,38.54,0.47,0.25
21043,0.21,0.58,2.22,35.55,0.47,0.14
21045,0.28,0.56,2.2,47.41,0.49,0.17
21047,0.26,0.97,2.47,42.29,0.52,0.35
21049,0.17,0.54,1.99,28.14,0.49,0.17
21051,0.19,0.51,2.48,61.47,0.57,0.22
21053,0.29,0.67,1.83,44.12,0.45,0.19
21055,0.14,0.61,2.14,34.85,0.4,0.26
21057,0.33,0.67,2.08,47.73,0.47,0.17
21059,0.21,0.93,1.84,29.77,0.41,0.2
21061,0.2,0.55,2.0,27.32,0.4,0.15
