FIPS,other_resp_mortality,interstitial_lung_mortality,asthma_mortality,other_pneumoconiosis_mortality,coal_pneumoconiosis_mortality,asbestosis_mortality,silicosis_mortality,pneumoconiosis_mortality,COPD_mortality,chronic_respiratory_mortality
1001,0.99,5.72,1.07,0.37,0.08,0.15,0.01,0.61,73.41,81.79
1003,0.93,6.34,0.94,0.25,0.03,0.52,0.02,0.81,45.27,54.28
1005,1.14,6.47,1.63,0.37,0.03,0.1,0.02,0.51,60.07,69.82
1007,1.24,5.55,1.31,0.5,0.32,0.47,0.04,1.32,75.08,84.49
1009,1.14,5.26,1.09,0.46,0.18,0.56,0.05,1.25,78.32,87.05
1011,1.43,5.58,2.05,0.47,0.03,0.08,0.02,0.59,41.85,51.49
1013,1.27,5.4,1.74,0.43,0.05,0.28,0.03,0.79,65.89,75.09
1015,1.12,5.4,1.14,0.48,0.04,0.27,0.02,0.8,78.86,87.32
1017,1.28,6.19,1.42,0.45,0.02,0.16,0.01,0.63,74.48,84.0
1019,1.14,5.57,1.01,0.41,0.03,0.15,0.01,0.6,84.73,93.04
1021,1.05,4.85,0.97,0.43,0.13,0.56,0.04,1.15,80.01,88.02
1023,1.28,5.59,1.46,0.44,0.03,0.45,0.02,0.94,50.92,60.19
1025,1.15,6.19,1.45,0.41,0.03,0.82,0.02,1.29,59.21,69.3
1027,1.13,5.53,1.09,0.46,0.04,0.15,0.03,0.67,67.87,76.28
1029,1.07,4.86,1.05,0.46,0.04,0.18,0.03,0.71,85.14,92.84
1031,1.04,6.8,1.5,0.37,0.02,0.11,0.01,0.51,69.57,79.42
1033,1.15,5.6,1.38,0.34,0.03,0.6,0.01,0.99,71.32,80.43
1035,1.28,5.46,1.34,0.35,0.1,0.28,0.02,0.74,67.58,76.4
1037,1.19,5.39,1.24,0.5,0.08,0.27,0.1,0.95,69.9,78.67
1039,1.0,5.77,1.02,0.32,0.08,0.29,0.01,0.7,65.98,74.47
1041,1.2,5.67,1.76,0.44,0.05,0.2,0.02,0.71,98.58,107.91
1043,1.29,5.27,0.82,0.44,0.1,0.25,0.01,0.81,81.58,89.78
1045,0.98,6.43,1.54,0.3,0.05,0.2,0.03,0.59,75.32,84.85
1047,1.36,6.62,2.47,0.49,0.02,0.14,0.01,0.67,54.46,65.59
1049,1.35,5.2,0.96,0.4,0.05,0.23,0.01,0.7,93.61,101.83
1051,1.0,5.67,1.01,0.37,0.07,0.23,0.02,0.68,82.9,91.25
1053,1.08,7.04,1.22,0.28,0.04,0.62,0.02,0.95,57.34,67.63
1055,1.24,5.37,1.3,0.49,0.06,0.54,0.02,1.09,88.44,97.44
1057,1.38,8.38,1.26,0.51,0.13,0.43,0.05,1.13,73.92,86.07
1059,1.22,4.84,0.98,0.39,0.06,0.32,0.01,0.78,96.5,104.32
1061,1.02,7.58,1.32,0.3,0.11,0.39,0.02,0.82,68.06,78.8
1063,1.68,6.81,2.83,0.58,0.03,0.21,0.03,0.86,45.2,57.38
1065,1.45,6.33,1.98,0.54,0.04,0.26,0.02,0.86,50.51,61.15
1067,1.01,7.93,1.8,0.35,0.05,0.17,0.02,0.58,59.73,71.04
1069,0.93,8.56,1.81,0.3,0.04,0.17,0.01,0.52,55.09,66.9
1071,1.31,5.12,1.3,0.4,0.1,0.22,0.02,0.74,86.22,94.69
1073,1.35,6.92,1.68,0.39,0.11,0.31,0.04,0.85,48.44,59.24
1075,1.28,5.04,1.25,0.48,0.09,0.33,0.03,0.93,80.67,89.17
1077,1.04,7.2,1.16,0.3,0.03,0.55,0.01,0.88,65.65,75.94
1079,1.29,5.49,1.2,0.44,0.03,0.24,0.01,0.72,83.66,92.36
1081,1.02,5.9,1.15,0.37,0.02,0.11,0.01,0.51,65.86,74.45
1083,0.89,5.79,1.07,0.31,0.03,0.26,0.01,0.61,56.56,64.91
1085,1.6,6.67,2.53,0.57,0.03,0.14,0.02,0.76,44.33,55.88
1087,1.47,5.26,2.07,0.44,0.02,0.11,0.02,0.58,35.97,45.36
1089,0.95,6.18,1.17,0.33,0.02,0.09,0.01,0.44,53.14,61.87
1091,1.3,5.89,1.63,0.45,0.03,0.27,0.02,0.77,52.67,62.26
1093,1.24,5.08,1.18,0.5,0.14,0.37,0.02,1.03,79.24,87.77
1095,1.3,5.11,1.07,0.43,0.05,0.18,0.01,0.68,97.47,105.63
1097,1.02,7.39,1.44,0.29,0.03,0.82,0.02,1.16,54.82,65.83
1099,1.08,6.3,1.26,0.36,0.03,0.28,0.02,0.69,55.39,64.72
1101,1.17,6.7,1.97,0.36,0.04,0.09,0.01,0.51,57.69,68.04
1103,1.13,4.86,0.86,0.4,0.09,0.16,0.02,0.67,69.29,76.82
1105,1.6,6.03,2.39,0.61,0.09,0.22,0.03,0.95,56.22,67.18
1107,1.47,6.03,1.44,0.51,0.04,0.23,0.03,0.8,54.2,63.94
1109,1.26,6.58,1.81,0.41,0.03,0.12,0.02,0.58,62.54,72.77
1111,1.12,4.74,1.24,0.45,0.03,0.15,0.02,0.63,65.56,73.3
1113,1.1,5.95,1.42,0.37,0.02,0.12,0.01,0.52,71.37,80.35
1115,1.1,5.11,1.17,0.45,0.17,0.69,0.04,1.34,82.78,91.5
1117,0.74,5.44,0.76,0.38,0.19,0.39,0.02,0.99,45.7,53.63
1119,1.44,5.27,2.2,0.54,0.02,0.19,0.02,0.77,41.81,51.49
1121,1.14,5.35,1.54,0.51,0.03,0.19,0.03,0.75,80.88,89.67
1123,1.18,4.72,1.14,0.4,0.03,0.15,0.02,0.61,75.44,83.09
1125,1.18,7.65,1.2,0.44,0.14,0.29,0.04,0.91,60.06,71.0
1127,1.44,7.07,1.39,0.51,0.92,0.4,0.06,1.9,107.9,119.7
1129,1.09,6.29,1.15,0.37,0.03,1.31,0.02,1.74,54.21,64.48
1131,1.45,6.53,2.32,0.49,0.03,0.31,0.02,0.85,53.9,65.03
1133,1.31,5.57,1.15,0.51,0.15,0.28,0.02,0.96,100.58,109.56
2013,0.6,5.02,1.11,0.17,0.14,0.13,0.03,0.46,26.76,33.95
2016,0.6,5.02,1.11,0.17,0.14,0.13,0.03,0.46,26.76,33.95
2020,1.0,6.06,1.51,0.14,0.02,0.16,0.02,0.34,37.62,46.53
2050,0.93,8.04,1.74,0.18,0.04,0.07,0.01,0.3,66.78,77.79
2060,0.78,5.88,1.35,0.16,0.2,0.22,0.04,0.62,50.16,58.79
2068,0.94,6.04,1.23,0.18,0.04,0.11,0.02,0.35,52.58,61.13
2070,0.95,7.82,1.69,0.2,0.07,0.12,0.02,0.41,60.28,71.15
2090,0.87,6.33,1.32,0.18,0.02,0.11,0.02,0.33,45.77,54.63
2100,1.01,7.89,2.24,0.2,0.09,0.19,0.05,0.54,39.35,51.02
2105,0.86,6.13,1.69,0.17,0.02,0.1,0.02,0.31,29.58,38.57
2110,0.87,7.38,2.61,0.21,0.04,0.11,0.04,0.4,33.74,45.01
2122,0.98,5.44,1.47,0.17,0.03,0.12,0.02,0.34,42.92,51.15
2130,1.09,6.85,1.97,0.18,0.04,0.18,0.03,0.43,45.16,55.5
2150,0.84,5.99,1.28,0.18,0.08,0.29,0.02,0.56,41.7,50.37
2158,1.09,9.92,2.23,0.22,0.07,0.07,0.02,0.38,102.27,115.9
2164,0.95,7.82,1.69,0.2,0.07,0.12,0.02,0.41,60.28,71.15
2170,0.96,5.6,1.59,0.18,0.03,0.13,0.02,0.35,44.95,53.46
2180,0.82,6.42,1.32,0.16,0.04,0.08,0.02,0.3,63.28,72.14
2185,0.77,5.99,1.11,0.22,0.09,0.2,0.15,0.66,81.15,89.68
2188,0.76,6.95,1.24,0.23,0.04,0.08,0.03,0.37,54.06,63.38
2195,1.09,6.85,1.97,0.18,0.04,0.18,0.03,0.43,45.16,55.5
2198,1.09,6.85,1.97,0.18,0.04,0.18,0.03,0.43,45.16,55.5
2220,0.96,8.18,2.09,0.18,0.06,0.15,0.03,0.42,41.13,52.76
2230,0.86,6.13,1.69,0.17,0.02,0.1,0.02,0.31,29.58,38.57
2240,0.88,4.79,1.29,0.21,0.05,0.25,0.03,0.54,35.07,42.57
2261,0.92,5.3,1.34,0.2,0.03,0.13,0.02,0.38,43.73,51.66
2275,1.09,6.85,1.97,0.18,0.04,0.18,0.03,0.43,45.16,55.5
2282,0.86,6.13,1.69,0.17,0.02,0.1,0.02,0.31,29.58,38.57
2290,0.94,6.04,1.23,0.18,0.04,0.11,0.02,0.35,52.58,61.13
4001,0.94,13.77,1.2,0.3,0.41,0.34,0.36,1.41,32.99,50.32
4003,0.72,4.29,0.86,0.16,0.04,0.21,0.06,0.47,42.9,49.23
4005,0.75,7.13,1.06,0.19,0.05,0.2,0.04,0.49,37.07,46.49
4007,0.86,5.14,1.2,0.16,0.03,0.14,0.09,0.42,62.01,69.64
4009,0.79,5.58,1.19,0.17,0.03,0.13,0.07,0.4,49.28,57.24
4011,0.65,4.86,0.95,0.2,0.1,0.26,1.15,1.71,46.88,55.05
4012,0.61,4.03,0.92,0.11,0.02,0.17,0.02,0.32,39.2,45.08
4013,0.61,4.76,1.04,0.07,0.02,0.1,0.02,0.21,44.59,51.21
4015,0.87,4.58,1.11,0.17,0.02,0.15,0.03,0.38,65.04,71.97
4017,0.95,6.74,1.12,0.19,0.05,0.1,0.04,0.38,41.74,50.93
4019,0.63,5.13,1.28,0.14,0.02,0.14,0.02,0.32,42.59,49.95
4021,0.63,4.66,1.07,0.11,0.01,0.15,0.04,0.31,43.62,50.29
4023,0.53,4.41,0.95,0.12,0.02,0.1,0.02,0.27,24.03,30.18
4025,0.68,4.7,1.36,0.14,0.02,0.17,0.03,0.37,49.76,56.87
4027,0.61,4.03,0.92,0.11,0.02,0.17,0.02,0.32,39.2,45.08
5001,0.94,4.52,1.99,0.34,0.02,0.16,0.02,0.53,68.39,76.38
5003,0.91,4.81,1.37,0.32,0.07,0.62,0.04,1.05,53.6,61.73
5005,0.87,5.84,1.14,0.25,0.04,0.1,0.01,0.4,58.35,66.59
5007,0.62,5.05,0.78,0.21,0.01,0.09,0.01,0.32,46.55,53.33
5009,0.83,4.76,1.02,0.27,0.07,0.17,0.01,0.52,55.55,62.68
5011,0.93,4.93,1.86,0.31,0.03,0.33,0.03,0.7,46.52,54.95
5013,0.91,5.23,1.5,0.34,0.05,0.5,0.04,0.93,60.43,69.0
5015,0.79,4.67,1.05,0.25,0.07,0.18,0.02,0.52,50.89,57.92
5017,1.16,4.86,2.05,0.37,0.02,0.24,0.02,0.65,48.79,57.51
5019,0.91,5.68,1.43,0.29,0.04,0.42,0.05,0.81,53.58,62.4
5021,1.09,4.85,1.23,0.31,0.03,0.08,0.01,0.42,65.19,72.78
5023,0.89,4.42,1.07,0.28,0.04,0.18,0.03,0.53,63.67,70.59
5025,0.84,4.43,1.32,0.31,0.05,0.66,0.05,1.07,64.8,72.47
5027,0.96,5.64,2.0,0.32,0.07,0.52,0.06,0.98,58.53,68.11
5029,0.85,5.14,1.41,0.28,0.04,0.15,0.02,0.49,56.56,64.45
5031,0.96,6.55,1.14,0.26,0.01,0.1,0.01,0.38,70.31,79.35
5033,0.75,5.48,1.35,0.26,0.07,0.1,0.01,0.44,70.25,78.26
5035,1.06,5.43,3.3,0.28,0.01,0.13,0.01,0.42,70.78,80.99
5037,1.06,4.48,2.09,0.32,0.02,0.18,0.01,0.54,86.13,94.3
5039,1.05,5.96,2.2,0.39,0.03,0.63,0.06,1.11,57.22,67.54
5041,1.02,4.37,2.0,0.34,0.02,0.16,0.02,0.53,42.61,50.53
5043,0.89,4.13,1.68,0.34,0.03,0.39,0.02,0.78,53.75,61.22
5045,0.83,5.35,1.6,0.26,0.03,0.22,0.02,0.54,59.6,67.91
5047,0.79,4.95,1.45,0.3,0.3,0.18,0.02,0.81,77.96,85.96
5049,0.99,4.65,1.02,0.29,0.09,0.16,0.02,0.55,71.46,78.67
5051,0.83,5.38,1.47,0.25,0.04,0.41,0.07,0.77,68.45,76.9
5053,0.82,4.92,1.19,0.31,0.06,0.59,0.09,1.05,70.3,78.28
5055,0.96,5.63,1.18,0.29,0.01,0.07,0.01,0.39,99.48,107.64
5057,0.94,4.56,1.65,0.28,0.03,0.17,0.04,0.53,49.51,57.19
5059,0.94,6.23,1.35,0.29,0.06,0.94,0.13,1.42,67.35,77.29
5061,1.0,4.52,1.4,0.31,0.11,0.21,0.05,0.68,63.25,70.85
5063,0.93,4.54,1.02,0.3,0.02,0.11,0.02,0.44,63.2,70.12
5065,1.01,5.24,1.12,0.32,0.04,0.15,0.02,0.53,64.7,72.61
5067,1.13,5.4,2.05,0.33,0.02,0.14,0.01,0.5,82.03,91.1
5069,1.01,5.59,2.37,0.31,0.01,0.23,0.03,0.58,47.49,57.05
5071,0.79,4.13,1.45,0.27,1.09,0.3,0.03,1.68,64.8,72.84
5073,1.07,5.45,1.75,0.33,0.05,0.24,0.05,0.68,56.28,65.22
5075,1.07,6.02,1.49,0.32,0.02,0.13,0.01,0.49,84.28,93.36
5077,1.15,3.99,2.45,0.34,0.03,0.19,0.02,0.58,50.14,58.31
5079,0.96,4.44,1.9,0.35,0.04,0.33,0.03,0.75,51.37,59.43
5081,0.93,5.0,1.73,0.31,0.06,0.26,0.04,0.66,64.21,72.53
5083,0.85,4.42,1.45,0.31,0.16,0.34,0.03,0.83,62.47,70.03
5085,0.83,5.44,1.34,0.29,0.07,0.25,0.03,0.65,69.11,77.36
5087,0.79,4.19,1.21,0.31,0.07,0.13,0.01,0.52,63.2,69.9
5089,0.99,5.21,1.04,0.28,0.05,0.12,0.02,0.46,56.97,64.67
5091,0.88,5.24,2.42,0.29,0.04,0.2,0.03,0.56,60.11,69.21
5093,1.04,5.18,2.19,0.28,0.01,0.07,0.01,0.37,82.25,91.03
5095,1.02,3.96,2.25,0.36,0.02,0.12,0.01,0.51,52.32,60.06
5097,0.82,4.07,1.04,0.3,0.2,0.52,0.12,1.13,70.54,77.61
5099,1.03,5.14,1.87,0.31,0.06,0.46,0.09,0.92,59.24,68.2
5101,0.77,4.0,1.16,0.32,0.08,0.15,0.02,0.56,48.09,54.58
5103,1.09,6.16,2.15,0.33,0.08,0.9,0.05,1.36,58.13,68.89
5105,0.88,5.15,1.44,0.31,0.11,0.3,0.04,0.77,72.97,81.22
5107,1.2,4.21,3.39,0.35,0.02,0.15,0.01,0.53,70.81,80.14
5109,0.88,4.35,1.13,0.27,0.1,0.41,0.09,0.88,85.06,92.3
5111,1.11,5.22,1.89,0.33,0.02,0.18,0.01,0.55,102.72,111.49
5113,0.87,4.1,1.22,0.26,0.16,0.2,0.04,0.66,86.98,93.83
5115,0.82,5.2,1.64,0.29,0.17,0.33,0.03,0.81,70.96,79.44
5117,0.93,4.22,1.47,0.32,0.04,0.15,0.02,0.53,64.75,71.9
5119,0.92,6.26,1.75,0.26,0.01,0.21,0.04,0.52,47.26,56.71
5121,0.99,5.48,1.16,0.32,0.02,0.11,0.01,0.47,68.72,76.81
5123,1.12,4.91,2.77,0.3,0.02,0.16,0.02,0.5,63.77,73.06
5125,0.83,5.15,1.13,0.24,0.04,0.36,0.03,0.67,53.62,61.41
5127,0.85,4.08,1.16,0.31,0.49,0.33,0.07,1.2,54.67,61.96
5129,0.91,4.39,1.14,0.32,0.05,0.14,0.02,0.52,55.16,62.11
5131,0.76,5.05,1.18,0.25,0.19,0.13,0.01,0.58,64.56,72.14
5133,0.91,4.39,1.34,0.31,0.09,0.25,0.07,0.72,82.84,90.2
5135,1.09,5.16,1.17,0.3,0.02,0.1,0.01,0.44,64.78,72.64
5137,1.02,5.3,1.21,0.29,0.05,0.22,0.02,0.57,73.1,81.21
5139,0.98,6.27,1.74,0.33,0.04,1.11,0.07,1.54,72.8,83.33
5141,0.96,4.71,1.19,0.29,0.04,0.15,0.02,0.5,63.39,70.75
5143,0.63,4.56,1.13,0.23,0.01,0.1,0.01,0.35,56.66,63.34
5145,0.89,4.27,1.3,0.29,0.04,0.13,0.01,0.48,71.8,78.72
5147,1.09,3.83,2.23,0.41,0.03,0.12,0.02,0.58,79.33,87.06
5149,0.87,4.69,1.34,0.31,0.16,0.45,0.04,0.95,77.03,84.88
6001,0.5,5.43,1.35,0.09,0.03,0.14,0.01,0.26,28.57,36.12
6003,0.61,4.89,1.05,0.18,0.01,0.14,0.02,0.35,35.96,42.85
6005,0.65,4.77,1.13,0.13,0.01,0.17,0.02,0.33,41.48,48.36
6007,0.88,5.87,1.47,0.14,0.01,0.24,0.01,0.41,56.24,64.86
6009,0.66,4.31,1.13,0.13,0.01,0.16,0.01,0.32,43.21,49.62
6011,0.76,5.42,1.26,0.14,0.02,0.16,0.01,0.33,47.49,55.28
6013,0.57,5.47,1.25,0.09,0.01,0.16,0.02,0.27,32.77,40.34
6015,1.1,5.89,1.47,0.17,0.01,0.22,0.01,0.41,66.16,75.02
6017,0.54,4.99,0.92,0.12,0.01,0.18,0.03,0.33,39.25,46.03
6019,0.74,5.34,1.56,0.14,0.01,0.08,0.01,0.24,38.33,46.22
6021,0.89,5.86,1.23,0.14,0.02,0.3,0.01,0.48,57.21,65.66
6023,1.32,5.96,1.57,0.17,0.02,0.2,0.01,0.39,61.22,70.47
6025,0.53,6.7,0.82,0.11,0.01,0.05,0.01,0.18,24.28,32.49
6027,0.64,4.24,1.28,0.19,0.01,0.12,0.01,0.34,52.1,58.6
6029,0.63,5.82,1.34,0.13,0.01,0.09,0.01,0.24,64.68,72.71
6031,0.8,5.43,1.61,0.14,0.01,0.06,0.01,0.22,49.54,57.59
6033,0.97,5.78,1.44,0.13,0.03,0.36,0.02,0.54,72.76,81.48
6035,0.85,3.78,0.9,0.18,0.03,0.2,0.02,0.43,58.94,64.91
6037,0.29,4.16,1.07,0.1,0.0,0.02,0.0,0.12,29.29,34.94
6039,0.65,5.04,1.61,0.12,0.02,0.13,0.01,0.28,42.46,50.04
6041,0.5,3.76,0.85,0.09,0.01,0.11,0.01,0.21,22.35,27.66
6043,0.64,4.3,1.19,0.14,0.02,0.13,0.01,0.3,42.19,48.62
6045,0.87,5.21,1.42,0.15,0.02,0.37,0.01,0.55,50.54,58.59
6047,0.65,5.64,2.06,0.11,0.01,0.08,0.01,0.21,44.92,53.48
6049,0.99,5.35,1.32,0.18,0.02,0.2,0.02,0.41,69.1,77.17
6051,0.57,3.46,0.89,0.14,0.01,0.14,0.02,0.31,26.3,31.52
6053,0.62,5.68,1.09,0.12,0.01,0.06,0.01,0.19,30.02,37.6
6055,0.62,5.45,1.03,0.11,0.01,0.4,0.01,0.53,37.21,44.85
6057,0.58,4.36,1.16,0.14,0.02,0.16,0.07,0.39,40.6,47.09
6059,0.33,4.72,0.75,0.1,0.0,0.05,0.0,0.15,29.2,35.15
6061,0.54,4.71,1.0,0.12,0.01,0.13,0.01,0.26,36.33,42.85
6063,0.87,4.85,1.33,0.19,0.02,0.27,0.02,0.5,63.82,71.37
6065,0.44,4.98,0.88,0.1,0.0,0.05,0.01,0.16,44.25,50.72
6067,0.64,5.35,1.5,0.1,0.0,0.1,0.01,0.21,41.44,49.15
6069,0.54,5.12,1.16,0.12,0.01,0.08,0.01,0.21,32.81,39.84
6071,0.51,5.29,1.66,0.13,0.01,0.1,0.01,0.24,55.53,63.24
6073,0.41,5.33,0.86,0.11,0.01,0.13,0.01,0.25,32.06,38.91
6075,0.5,3.48,1.14,0.07,0.01,0.06,0.0,0.14,20.42,25.69
6077,0.66,5.6,1.62,0.1,0.01,0.13,0.02,0.26,49.84,57.98
6079,0.57,5.81,0.73,0.13,0.01,0.16,0.01,0.31,36.81,44.23
6081,0.41,4.48,1.11,0.09,0.01,0.1,0.0,0.2,24.26,30.47
6083,0.57,6.06,0.96,0.11,0.01,0.12,0.01,0.25,28.51,36.34
6085,0.44,5.02,0.85,0.08,0.01,0.09,0.01,0.18,23.18,29.68
6087,0.65,5.0,1.33,0.12,0.01,0.09,0.01,0.22,32.74,39.95
6089,1.09,6.2,1.53,0.16,0.03,0.27,0.01,0.47,74.94,84.23
6091,0.77,4.13,1.01,0.16,0.04,0.29,0.07,0.56,46.49,52.96
6093,1.08,6.08,1.5,0.18,0.01,0.18,0.01,0.37,58.62,67.66
6095,0.69,5.99,1.24,0.1,0.0,0.25,0.01,0.36,42.21,50.48
6097,0.6,4.83,0.98,0.11,0.01,0.23,0.01,0.35,35.45,42.21
6099,0.71,5.43,1.39,0.11,0.01,0.06,0.01,0.18,47.22,54.93
6101,0.71,5.73,1.36,0.12,0.01,0.14,0.01,0.28,52.82,60.9
6103,1.09,6.08,1.86,0.16,0.02,0.28,0.01,0.47,66.94,76.43
6105,1.02,5.41,1.21,0.16,0.03,0.43,0.01,0.63,58.07,66.33
6107,0.8,5.96,1.76,0.15,0.01,0.11,0.0,0.28,47.27,56.06
6109,0.68,5.14,1.15,0.15,0.01,0.16,0.01,0.33,44.47,51.78
6111,0.48,5.55,1.07,0.1,0.0,0.05,0.01,0.16,32.15,39.41
6113,0.7,6.14,1.16,0.11,0.01,0.2,0.01,0.33,48.68,57.0
6115,0.9,5.73,1.47,0.14,0.03,0.19,0.02,0.37,80.31,88.79
8001,0.78,5.4,1.08,0.17,0.04,0.14,0.03,0.38,50.29,57.93
8003,0.93,5.73,1.16,0.2,0.16,0.12,0.07,0.54,79.67,88.03
8005,0.78,5.4,1.08,0.17,0.04,0.14,0.03,0.38,50.29,57.93
8007,0.78,5.22,1.14,0.23,0.19,0.3,0.27,0.99,36.8,44.94
8009,1.03,5.07,1.23,0.31,0.09,0.13,0.05,0.58,53.94,61.84
8011,1.22,4.98,1.3,0.24,0.09,0.11,0.05,0.5,118.75,126.75
8013,0.78,5.4,1.08,0.17,0.04,0.14,0.03,0.38,50.29,57.93
8014,0.78,5.4,1.08,0.17,0.04,0.14,0.03,0.38,50.29,57.93
8015,0.79,4.8,1.09,0.24,0.16,0.18,0.16,0.74,39.58,46.99
8017,0.96,4.83,1.0,0.27,0.02,0.08,0.02,0.4,77.95,85.14
8019,0.76,4.63,0.89,0.24,0.12,0.31,0.08,0.75,41.79,48.82
8021,0.87,5.28,1.15,0.19,0.11,0.14,0.12,0.56,52.51,60.36
8023,0.91,4.88,1.12,0.2,0.31,0.14,0.1,0.75,36.98,44.64
8025,1.17,5.3,1.35,0.21,0.12,0.11,0.05,0.5,104.21,112.53
8027,0.78,4.1,0.95,0.19,0.18,0.18,0.09,0.65,37.83,44.3
8029,0.87,6.64,1.15,0.24,0.31,0.41,0.38,1.34,50.6,60.61
8031,0.78,5.4,1.08,0.17,0.04,0.14,0.03,0.38,50.29,57.93
8033,1.05,6.31,1.31,0.41,1.12,1.31,4.12,6.96,58.76,74.39
8035,0.57,4.53,0.61,0.17,0.02,0.07,0.02,0.27,29.92,35.91
8037,0.63,3.93,0.85,0.19,0.07,0.13,0.06,0.45,18.63,24.49
8041,0.71,4.92,1.13,0.15,0.02,0.06,0.02,0.26,51.03,58.05
8039,0.7,4.01,0.87,0.21,0.03,0.08,0.02,0.34,47.87,53.79
8043,1.01,4.68,1.58,0.24,0.32,0.3,0.21,1.07,68.06,76.41
8045,0.78,4.36,1.23,0.24,0.06,0.15,0.11,0.56,48.16,55.09
8047,0.78,4.58,0.91,0.27,0.23,0.37,0.11,0.99,39.8,47.06
8049,0.72,3.87,0.78,0.2,0.19,0.25,0.06,0.71,28.55,34.63
8051,0.75,4.83,0.93,0.23,0.28,0.24,0.23,0.99,41.78,49.27
8053,0.62,3.35,0.73,0.21,0.2,0.22,0.34,0.97,27.31,32.98
8055,1.04,5.18,1.28,0.22,0.7,0.18,0.11,1.21,70.95,79.66
8057,0.9,4.02,0.97,0.25,0.19,0.17,0.06,0.66,39.51,46.06
8059,0.78,5.4,1.08,0.17,0.04,0.14,0.03,0.38,50.29,57.93
8061,1.03,4.64,1.03,0.25,0.05,0.11,0.04,0.45,87.07,94.22
8063,0.98,4.9,1.02,0.25,0.01,0.07,0.02,0.34,71.31,78.56
8067,0.71,4.58,0.92,0.21,0.06,0.17,0.11,0.55,40.1,46.87
8065,0.8,4.94,1.19,0.22,0.23,0.24,0.37,1.07,43.46,51.46
8069,0.75,5.53,0.93,0.19,0.02,0.1,0.02,0.33,37.65,45.19
8071,1.08,4.51,1.14,0.26,1.71,0.26,0.17,2.39,48.66,57.77
8073,0.99,4.42,1.08,0.23,0.04,0.08,0.03,0.39,65.56,72.44
8075,0.9,5.99,1.25,0.24,0.01,0.07,0.01,0.34,55.05,63.53
8077,0.97,7.99,1.17,0.24,0.16,0.35,0.41,1.16,64.59,75.87
8079,0.82,4.53,0.94,0.25,0.31,0.32,0.53,1.41,47.17,54.87
8081,1.02,4.86,1.16,0.32,0.17,0.23,0.11,0.83,72.44,80.3
8083,1.08,8.04,1.48,0.32,0.93,0.72,1.09,3.07,75.95,89.63
8085,0.86,6.83,1.15,0.27,0.14,0.44,0.71,1.56,53.7,64.1
8087,0.85,4.92,1.23,0.2,0.01,0.05,0.02,0.28,57.76,65.04
8089,1.39,6.0,1.26,0.2,0.06,0.13,0.04,0.43,113.03,122.1
8091,0.71,4.54,0.83,0.23,0.23,0.39,1.08,1.92,27.98,35.98
8093,0.74,4.3,0.87,0.23,0.15,0.28,0.18,0.85,30.19,36.95
8095,0.84,5.09,1.23,0.24,0.01,0.07,0.02,0.34,48.01,55.5
8097,0.53,3.42,0.68,0.17,0.08,0.13,0.1,0.47,13.27,18.39
8099,1.0,5.85,1.22,0.24,0.04,0.1,0.04,0.42,94.28,102.77
8101,1.14,6.69,1.42,0.18,0.08,0.2,0.05,0.51,71.61,81.37
8103,0.87,4.32,1.04,0.26,0.12,0.17,0.08,0.63,62.66,69.53
8105,0.94,5.79,1.16,0.19,0.07,0.12,0.08,0.47,73.42,81.8
8107,0.72,4.47,1.05,0.26,0.25,0.18,0.05,0.75,39.05,46.03
8109,0.91,4.65,1.25,0.24,0.15,0.14,0.13,0.66,55.3,62.77
8111,0.91,5.25,1.08,0.28,0.51,0.62,2.03,3.44,40.69,51.38
8113,0.67,4.82,0.76,0.22,0.44,0.75,1.03,2.44,27.23,35.93
8115,0.94,6.28,1.2,0.22,0.01,0.1,0.02,0.35,65.56,74.33
8117,0.5,2.89,0.54,0.12,0.08,0.14,0.06,0.4,9.94,14.27
8119,0.75,4.48,0.95,0.2,0.08,0.21,0.06,0.55,36.86,43.58
8121,0.92,4.68,1.09,0.26,0.02,0.08,0.02,0.36,64.66,71.72
8123,0.78,5.4,1.08,0.17,0.04,0.14,0.03,0.38,50.29,57.93
8125,0.86,4.4,1.09,0.21,0.01,0.06,0.01,0.29,57.61,64.26
9001,0.58,4.75,0.93,0.15,0.01,0.08,0.01,0.25,27.63,34.15
9003,0.66,5.79,1.11,0.17,0.01,0.15,0.02,0.35,36.65,44.55
9005,0.61,5.08,0.71,0.19,0.01,0.11,0.01,0.32,43.59,50.32
9007,0.57,5.01,0.69,0.16,0.01,0.15,0.01,0.32,36.48,43.06
9009,0.74,5.82,1.03,0.17,0.01,0.16,0.01,0.35,37.55,45.49
9011,0.6,4.69,0.87,0.17,0.01,0.53,0.02,0.73,48.26,55.15
9013,0.53,5.55,0.77,0.19,0.01,0.15,0.02,0.37,38.12,45.35
9015,0.74,5.6,1.01,0.18,0.01,0.21,0.04,0.44,55.34,63.13
10001,0.8,6.3,1.38,0.17,0.02,0.17,0.02,0.37,53.21,62.05
10003,0.68,5.94,1.12,0.17,0.03,0.42,0.01,0.63,41.01,49.38
10005,0.76,5.76,0.92,0.15,0.06,0.54,0.01,0.77,42.0,50.21
11001,0.82,5.14,1.56,0.13,0.01,0.04,0.01,0.19,22.5,30.21
12001,0.71,7.71,1.08,0.12,0.06,0.15,0.01,0.34,43.02,52.85
12003,0.89,6.94,1.22,0.19,0.04,0.25,0.01,0.49,87.53,97.07
