FIPS,Male_Obesity_%,Female_Obesity_%
25021,28.06,25.09
25023,32.99,31.35
25025,26.15,32.95
25027,32.51,32.59
26001,38.23,39.14
26003,38.06,38.13
26005,36.25,39.21
26007,36.27,37.57
26009,33.22,37.82
26011,41.65,42.56
26013,39.71,38.71
26015,38.37,42.85
26017,42.06,40.38
26019,33.56,35.02
26021,39.06,40.39
26023,40.04,41.44
26025,39.77,44.63
26027,35.98,40.39
26029,32.78,34.9
26031,39.16,39.49
26033,39.83,39.66
26035,40.02,39.56
26037,39.06,38.83
26039,36.66,40.22
26041,37.65,38.32
26043,36.19,32.49
26045,39.7,40.94
26047,33.28,35.14
26049,41.1,46.23
26051,41.15,40.75
26053,35.76,34.09
26055,31.64,34.65
26057,41.28,45.06
26059,40.35,39.93
26061,34.47,32.67
26063,39.32,36.79
26065,35.12,39.24
26067,40.18,44.72
26069,39.48,41.24
26071,36.87,34.68
26073,40.52,39.33
26075,40.38,41.83
26077,34.16,38.39
26079,35.59,38.85
26081,35.65,38.06
26083,35.12,30.27
26085,40.91,45.62
26087,39.45,39.98
26089,32.25,33.01
26091,38.58,39.51
26093,35.34,32.96
26095,38.46,38.82
26097,37.74,38.05
26099,36.04,38.19
26101,34.13,37.02
26103,36.61,35.52
26105,37.4,38.01
26107,38.38,38.63
26109,39.6,37.4
26111,39.02,36.22
26113,37.68,40.6
26115,41.83,41.45
26117,39.53,40.91
26119,38.34,39.94
26121,37.3,43.61
26123,39.93,41.18
26125,31.71,32.87
26127,40.24,42.55
26129,38.97,40.51
26131,34.67,32.7
26133,40.06,39.4
26135,39.67,41.78
26137,34.58,35.5
26139,33.58,34.0
26141,39.67,39.2
26143,38.0,40.98
26145,42.18,47.52
26147,37.88,38.67
26149,35.76,43.15
26151,40.19,39.26
26153,37.3,38.26
26155,38.85,43.32
26157,42.41,39.31
26159,36.3,40.18
26161,27.02,29.57
26163,38.09,44.49
26165,35.12,39.54
27001,36.59,35.48
27003,37.48,35.82
27005,35.46,35.6
27007,35.07,37.34
27009,34.48,37.47
27011,35.61,35.48
27013,33.23,34.7
27015,38.12,34.54
27017,36.52,35.31
27019,35.94,31.24
27021,37.45,35.07
27023,37.17,36.99
27025,36.62,32.96
27027,39.22,36.49
27029,37.34,38.36
27031,34.13,34.04
27033,36.81,34.57
27035,34.44,33.25
27037,34.71,31.47
27039,40.11,39.63
27041,35.23,31.37
27043,36.69,36.24
27045,38.38,35.3
27047,39.66,35.69
27049,38.55,35.29
27051,36.8,34.7
27053,28.43,30.4
27055,35.61,32.71
27057,35.26,35.97
27059,36.14,34.75
27061,35.12,33.22
27063,35.97,34.86
27065,36.52,37.15
27067,35.6,35.78
27069,36.38,34.36
27071,36.47,35.52
27073,34.42,33.43
27075,35.2,34.28
27077,37.42,35.45
27079,36.82,37.74
27081,35.4,34.39
27083,35.65,34.3
27085,39.13,35.66
27087,39.13,44.09
27089,39.11,36.82
27091,34.76,35.83
27093,39.59,36.16
27095,34.54,37.88
27097,36.01,36.93
27099,38.79,38.59
27101,35.72,33.52
27103,34.93,36.38
27105,35.79,35.14
27107,37.44,35.39
27109,27.04,31.03
27111,36.95,34.11
27113,37.33,34.93
27115,37.67,37.83
27117,37.44,36.51
27119,38.11,35.34
27121,35.75,33.58
27123,28.68,33.31
27125,38.27,34.35
27127,37.41,35.73
27129,37.74,38.18
27131,36.75,34.78
27133,36.66,34.58
27135,37.48,35.87
27137,33.35,34.98
27139,34.99,31.61
27141,36.04,36.44
27143,38.05,39.27
27145,35.77,32.98
27147,36.41,35.19
27149,35.07,34.06
27151,36.97,36.31
27153,37.8,37.12
27155,37.53,36.96
27157,39.68,36.19
27159,37.2,37.03
27161,38.69,36.16
27163,32.66,30.05
27165,38.26,38.15
27167,39.21,36.03
27169,39.33,37.72
27171,36.36,34.36
27173,35.24,34.58
28001,39.74,48.6
28003,35.92,38.79
28005,42.51,48.58
28007,40.71,50.05
28009,42.14,50.22
28011,39.99,49.98
28013,42.4,44.09
28015,37.66,43.36
28017,42.61,43.3
28019,37.56,44.09
28021,37.46,55.59
28023,39.4,44.97
28025,38.75,46.09
28027,41.6,55.73
28029,39.23,49.14
28031,41.4,47.57
28033,38.01,39.37
28035,38.35,42.06
28037,42.8,48.17
28039,42.16,41.44
28041,44.65,47.94
28043,39.01,46.19
28045,41.69,38.89
28047,39.75,41.21
28049,35.19,47.72
28051,41.38,57.64
28053,44.17,59.08
28055,46.7,59.26
28057,39.01,39.23
28059,38.46,42.08
28061,42.54,50.79
28063,41.5,57.68
28065,39.83,50.83
28067,42.33,44.91
28069,40.59,51.41
28071,37.32,39.08
28073,37.11,39.91
28075,37.08,45.29
28077,37.67,44.5
28079,39.09,46.85
28081,37.61,36.29
28083,42.26,54.23
28085,39.97,47.92
28087,38.59,43.76
28089,33.31,37.14
28091,39.72,48.6
28093,42.01,53.09
28095,39.52,41.71
28097,39.71,48.3
28099,39.46,44.57
28101,36.61,46.2
28103,42.91,56.31
28105,34.21,41.64
28107,39.61,46.81
28109,40.76,39.81
28111,43.12,43.36
28113,39.89,49.65
28115,40.08,41.33
28117,37.48,43.28
28119,43.48,58.05
28121,38.36,36.4
28123,44.71,48.26
28125,42.24,55.06
28127,39.79,44.91
28129,40.93,46.39
28131,42.2,41.29
28133,43.98,56.38
28135,42.57,55.2
28137,39.35,42.76
28139,40.88,42.8
28141,36.75,35.19
28143,42.25,56.59
28145,40.07,41.92
28147,41.44,51.74
28149,38.24,47.75
28151,41.1,52.15
28153,43.11,47.63
28155,38.59,40.62
28157,43.59,52.15
28159,37.56,45.03
28161,41.28,44.21
28163,40.89,53.37
29001,34.48,38.82
29003,36.72,39.61
29005,37.85,37.61
29007,37.8,42.72
29009,36.64,35.61
29011,37.9,39.71
29013,39.68,41.42
29015,38.83,39.62
29017,40.35,39.97
29019,31.7,32.06
29021,40.97,43.37
29023,38.63,43.41
29025,38.48,38.49
29027,36.78,40.17
29029,35.72,33.92
29031,36.15,34.71
29033,38.18,39.19
29035,39.8,43.19
29037,38.12,41.53
29039,36.61,40.8
29041,38.38,39.9
29043,35.19,32.05
29045,37.3,36.43
29047,36.21,38.69
29049,39.21,41.04
29051,35.96,33.75
29053,37.62,38.62
29055,41.35,41.88
29057,37.75,39.38
29059,40.25,41.27
29061,38.13,37.24
29063,39.2,40.91
29065,39.98,40.4
29067,39.02,40.95
29069,44.53,47.58
29071,40.04,37.3
29073,38.79,37.94
29075,37.01,38.14
29077,34.96,35.34
29079,37.78,37.55
29081,38.79,37.66
29083,38.56,39.87
29085,38.51,40.17
29087,36.22,37.17
29089,39.51,38.75
29091,36.92,38.15
29093,40.78,43.24
29095,35.94,42.87
29097,37.74,39.9
29099,41.21,36.54
29101,37.68,40.97
29103,35.58,38.44
29105,38.94,39.35
29107,37.0,38.9
29109,37.81,37.19
29111,36.89,38.24
29113,40.6,40.31
29115,35.59,37.91
29117,36.99,36.87
29119,37.55,42.09
29121,36.01,39.89
29123,40.61,42.36
29125,39.85,41.06
29127,36.3,38.21
29129,37.22,36.42
29131,39.11,38.57
29133,43.75,48.68
29135,39.76,37.96
29137,37.18,39.0
29139,39.7,41.68
29141,37.36,39.49
29143,43.21,44.49
29145,35.07,40.26
29147,35.67,38.95
29149,40.57,41.15
29151,35.96,36.6
29153,39.11,39.38
29155,44.2,50.21
29157,38.79,39.25
29159,37.13,41.33
29161,35.92,37.53
29163,40.16,42.91
29165,34.86,36.33
29167,38.91,42.27
29169,36.79,37.76
29171,36.59,37.88
29173,37.0,37.74
29175,40.02,40.62
29177,38.5,41.19
29179,41.34,42.82
29181,41.43,44.41
29183,36.94,35.28
29185,37.62,40.01
29186,39.9,38.3
29187,39.93,41.47
29189,32.94,36.79
29195,38.62,41.7
29197,36.32,37.87
29199,38.34,39.91
29201,41.29,41.02
29203,39.47,42.45
29205,35.66,37.35
29207,41.15,40.77
29209,38.12,35.19
29211,36.77,38.69
29213,36.42,35.19
29215,38.21,41.49
29217,36.88,40.16
29219,40.79,38.4
29221,43.86,46.76
29223,41.04,43.44
29225,38.28,38.5
29227,37.88,37.42
29229,40.08,43.95
29510,36.29,44.96
30001,30.89,30.76
30003,37.79,48.66
30005,38.48,45.24
30007,30.72,29.55
30009,34.12,32.07
30011,36.12,36.54
30013,34.85,34.49
30015,37.51,39.2
30017,36.6,33.92
30019,31.27,30.32
30021,33.86,37.36
30023,32.96,33.39
30025,35.51,35.62
30027,33.88,32.7
30029,28.6,28.95
30031,26.11,21.89
30033,37.46,36.82
30035,37.24,46.77
30037,36.06,37.32
30039,32.2,30.92
30041,39.62,40.45
30043,29.57,27.74
30045,35.12,34.48
30047,32.69,34.27
30049,29.71,30.18
30051,40.0,41.13
30053,31.88,33.58
30055,34.44,34.83
30057,29.3,27.8
30059,34.26,34.41
30061,33.31,35.95
30063,25.98,28.91
30065,35.49,34.98
30067,29.9,26.5
30069,35.92,35.31
30071,34.29,35.65
30073,37.39,39.14
30075,37.94,36.29
30077,31.8,32.48
30079,36.72,37.27
30081,29.05,26.33
30083,35.71,37.15
30085,36.95,44.92
30087,39.47,42.32
30089,30.87,34.25
30091,35.66,34.63
30093,30.53,32.18
30095,33.27,31.48
30097,33.55,31.0
30099,34.86,35.01
30101,36.54,36.68
30103,30.54,30.71
30105,34.44,34.09
30107,36.58,35.97
30109,37.13,39.16
30111,33.49,34.69
31001,37.03,35.21
31003,35.37,35.47
31005,35.28,33.95
31007,37.41,36.28
31009,34.89,34.53
31011,34.22,34.57
31013,37.98,37.14
31015,34.35,33.92
31017,35.43,34.73
31019,36.4,35.45
31021,35.46,34.15
31023,38.31,37.01
31025,37.99,35.51
31027,36.6,33.83
31029,35.27,34.33
31031,34.54,34.5
31033,34.17,33.53
31035,37.23,35.81
31037,39.46,41.52
31039,36.68,35.49
31041,36.84,35.9
31043,42.34,41.9
31045,35.64,36.27
31047,41.2,40.48
31049,32.67,32.04
31051,37.96,36.61
31053,37.5,36.97
31055,35.03,37.14
31057,31.21,30.14
31059,36.43,35.47
31061,34.9,34.06
31063,37.07,35.9
31065,36.76,36.31
31067,39.53,39.94
31069,34.53,34.25
31071,34.39,33.63
31073,36.07,34.16
31075,35.78,34.58
31077,36.09,35.68
31079,38.03,40.94
31081,37.06,34.95
31083,35.58,34.44
31085,37.84,37.81
31087,36.69,36.4
31089,34.72,33.96
31091,34.3,33.28
31093,37.3,36.53
31095,38.03,38.02
31097,38.82,39.72
31099,36.75,34.39
31101,36.59,36.18
31103,36.08,36.76
31105,32.1,33.51
31107,36.07,36.12
31109,33.26,34.95
31111,39.18,40.08
31113,36.34,35.46
31115,36.03,35.95
31117,37.55,37.01
31119,34.67,37.85
31121,36.86,36.78
31123,37.85,37.63
31125,36.27,36.58
31127,36.55,35.81
31129,33.91,32.88
31131,39.61,40.51
31133,35.33,34.3
31135,35.22,34.65
31137,35.94,33.86
31139,32.93,32.27
31141,35.44,37.48
31143,36.14,34.74
31145,34.85,33.17
31147,35.77,35.24
31149,33.58,33.41
31151,38.0,41.29
31153,37.91,34.15
31155,38.94,36.28
31157,40.89,38.78
31159,37.51,33.92
31161,33.99,34.76
31163,37.13,36.31
31165,34.76,33.74
31167,35.86,35.84
31169,36.13,36.43
31171,35.52,35.18
31173,38.42,46.67
31175,33.6,32.7
31177,38.15,35.29
31179,35.38,34.99
31181,36.76,35.62
31183,34.98,34.06
31185,39.65,38.76
32001,35.54,37.56
32003,33.21,32.42
32005,30.83,27.26
32007,37.19,40.01
32009,37.74,38.67
32011,34.66,34.8
32013,37.49,37.29
32015,40.39,41.51
32017,35.41,34.28
32019,37.72,38.74
32021,37.68,40.06
32023,39.29,39.08
32027,36.16,38.41
32029,34.06,30.76
32031,30.02,28.41
32033,35.61,36.66
32510,32.36,28.99
33001,32.57,36.35
33003,29.3,30.88
33005,31.48,34.67
33007,35.66,38.56
33009,29.45,31.48
33011,34.58,32.89
33013,32.96,32.87
33015,34.44,29.03
33017,34.06,37.06
33019,34.87,34.1
34001,35.74,35.17
34003,27.87,26.11
34005,36.8,32.41
34007,34.99,36.59
34009,36.32,34.84
34011,41.16,41.69
34013,31.31,38.38
34015,36.75,35.7
34017,30.8,35.93
34019,27.7,25.05
34021,32.07,33.18
34023,30.68,29.45
34025,33.17,28.15
34027,29.4,25.69
34029,38.29,32.82
34031,33.75,34.72
34033,42.17,40.23
34035,29.06,26.41
34037,35.17,30.36
34039,30.51,34.36
34041,36.26,33.25
35001,27.64,30.54
35003,34.87,37.22
35005,36.82,42.32
35006,35.4,44.03
35007,32.41,32.82
35009,36.72,39.78
35011,36.66,40.52
35013,36.21,39.69
35015,37.49,40.88
35017,31.53,35.48
35019,33.25,36.92
35021,33.5,35.21
35023,32.97,40.07
35025,41.5,42.28
35027,31.84,32.55
35028,22.54,22.67
35029,36.78,42.7
35031,37.56,48.2
35033,27.27,31.45
35035,33.43,39.76
35037,36.96,40.3
35039,30.47,36.58
35041,37.88,41.56
35043,29.97,33.1
35045,35.99,39.02
35047,29.34,34.56
35049,20.96,23.64
35051,35.01,35.4
35053,33.0,40.04
35055,27.15,31.54
35057,31.58,35.09
35059,34.0,36.72
35061,33.55,40.39
36001,30.98,35.06
36003,39.38,36.4
36005,32.93,41.83
36007,35.15,35.41
36009,39.67,37.3
36011,38.43,36.24
36013,37.63,38.37
36015,36.13,39.67
36017,37.94,37.52
36019,35.71,34.68
36021,34.29,35.18
36023,36.35,35.72
36025,35.39,36.92
36027,34.06,31.79
36029,35.55,36.88
36031,33.49,34.08
36033,37.38,40.66
36035,37.71,37.14
36037,38.14,38.13
36039,35.2,38.38
36041,36.16,35.4
36043,38.61,37.41
36045,38.41,40.51
36047,28.66,37.04
36049,38.97,37.94
36051,38.39,39.28
36053,37.14,36.45
36055,35.07,39.81
36057,37.86,39.81
36059,30.33,28.73
36061,19.12,25.38
36063,39.69,38.05
36065,36.46,35.07
36067,37.19,35.15
36069,34.63,37.38
36071,35.91,36.32
36073,39.98,42.62
36075,40.15,40.1
36077,34.59,34.83
36079,34.53,30.52
36081,26.64,33.29
36083,33.53,35.42
36085,28.66,30.99
36087,34.38,29.73
36089,38.43,40.78
36091,33.44,31.84
36093,33.95,36.25
36095,35.95,37.58
36097,35.39,36.5
36099,37.88,39.78
36101,36.43,39.02
36103,35.23,30.48
36105,36.11,38.15
36107,36.88,38.65
36109,30.34,31.38
36111,35.41,35.15
36113,33.01,33.48
36115,35.03,37.19
36117,37.86,40.12
36119,27.63,24.91
36121,40.33,36.17
36123,35.95,38.48
37001,37.86,40.52
37003,38.32,37.8
37005,35.65,38.58
37007,37.71,47.4
37009,32.7,34.22
37011,34.79,35.95
37013,39.63,49.02
37015,41.37,54.24
37017,42.56,50.95
37019,37.76,38.67
37021,29.43,30.34
37023,36.12,36.65
37025,35.61,37.78
37027,37.76,37.57
37029,37.39,38.01
37031,34.24,36.57
37033,41.83,46.3
37035,33.04,36.57
37037,34.53,33.89
37039,32.22,35.73
37041,38.62,47.77
37043,33.87,35.27
37045,34.66,40.74
37047,39.53,45.92
37049,36.88,41.86
37051,38.39,44.13
37053,37.34,39.15
37055,34.32,34.29
37057,36.13,38.38
37059,35.99,35.86
37061,40.74,50.65
37063,31.67,39.05
37065,43.12,53.49
37067,30.85,34.22
37069,40.2,45.55
37071,33.99,37.74
37073,40.11,45.21
37075,35.17,41.21
37077,39.26,44.47
37079,39.54,49.74
37081,32.94,36.93
37083,44.29,53.42
37085,37.88,42.27
37087,32.56,34.28
37089,29.22,32.35
37091,39.01,52.49
37093,38.03,45.27
37095,41.31,48.49
37097,36.76,34.96
37099,33.71,37.29
37101,39.77,43.55
37103,38.49,47.14
37105,36.96,38.81
37107,39.72,50.06
37109,33.3,35.1
37111,36.27,40.86
37113,32.04,34.64
37115,34.54,38.61
37117,42.05,51.68
37119,32.28,33.61
37121,34.39,37.63
37123,37.27,45.16
37125,33.82,33.85
37127,37.46,45.48
37129,33.19,32.82
37131,41.9,53.46
37133,34.14,39.94
37135,22.46,25.76
37137,37.09,43.16
37139,39.97,44.77
37141,38.78,41.9
37143,37.69,41.1
37145,41.9,44.96
37147,37.53,44.62
37149,28.88,31.09
37151,35.32,37.95
37153,37.21,43.76
37155,41.33,53.95
37157,39.43,43.71
37159,38.24,40.32
37161,34.37,39.49
37163,41.16,51.46
37165,39.75,47.72
37167,35.16,38.37
37169,35.76,39.62
37171,37.44,40.87
37173,36.22,41.09
37175,31.02,31.32
37177,41.84,49.27
37179,36.38,33.97
37181,43.01,51.08
37183,31.0,33.44
37185,42.44,52.54
37187,40.93,51.72
37189,27.95,33.37
37191,37.69,45.61
37193,35.37,40.54
37195,39.36,48.49
37197,37.6,40.4
37199,33.52,35.31
38001,32.21,31.89
38003,36.92,35.29
38005,39.54,47.75
38007,35.73,35.46
38009,36.61,35.98
38011,34.64,34.19
38013,38.88,35.71
38015,34.25,32.18
38017,35.25,34.05
38019,36.1,35.06
38021,36.13,35.31
38023,38.17,35.92
38025,36.26,37.49
38027,35.61,35.18
38029,38.5,38.12
38031,34.85,33.45
38033,35.91,35.61
38035,37.76,36.22
38037,36.25,37.53
38039,36.1,34.87
38041,35.04,35.42
38043,38.12,37.82
38045,36.43,35.26
38047,40.66,40.63
38049,37.94,37.03
38051,39.96,40.32
38053,37.39,39.25
38055,37.44,36.7
38057,37.3,36.73
38059,38.16,37.17
38061,38.24,40.54
38063,37.71,36.51
38065,36.34,35.24
38067,35.93,35.06
38069,37.95,37.5
38071,35.36,35.34
38073,36.13,33.93
38075,36.41,34.37
38077,38.38,35.36
38079,37.58,50.99
38081,38.04,36.27
38083,36.51,36.54
38085,40.59,55.13
38087,36.89,36.77
38089,36.46,37.2
38091,39.05,36.78
38093,37.16,35.82
38095,36.86,36.25
38097,39.07,36.15
38099,37.75,37.03
38101,36.6,34.31
38103,36.49,35.71
38105,38.73,35.06
39001,40.92,42.7
39003,43.44,44.89
39005,38.96,37.5
39007,35.79,40.72
39009,37.73,40.92
39011,39.0,38.86
39013,37.6,40.8
39015,40.58,40.21
39017,37.45,35.86
39019,40.31,40.58
39021,39.06,39.22
39023,36.3,40.7
39025,37.3,35.83
39027,36.42,36.07
39029,39.46,43.0
39031,38.11,40.49
39033,39.47,41.88
39035,33.28,37.46
39037,37.5,40.58
39039,36.9,37.37
39041,34.55,30.03
39043,36.67,39.52
39045,39.17,39.77
39047,37.96,41.08
39049,35.82,39.52
39051,38.87,37.52
39053,39.08,41.23
39055,32.64,33.6
39057,33.06,34.84
39059,37.54,41.6
39061,32.71,38.09
39063,38.28,38.44
39065,41.43,40.86
39067,39.05,41.8
39069,39.5,38.44
39071,37.95,41.39
39073,39.36,42.31
39075,46.43,46.47
39077,37.66,41.55
39079,40.89,45.41
39081,41.26,40.2
39083,36.0,37.84
39085,35.08,33.17
39087,44.61,43.7
39089,38.58,38.67
39091,40.24,39.76
39093,38.04,39.03
39095,38.91,42.15
39097,39.2,39.13
39099,36.5,36.94
39101,38.68,41.3
39103,35.26,33.15
39105,40.23,42.94
39107,36.51,36.18
39109,37.13,37.76
39111,40.19,43.18
39113,36.76,38.97
39115,39.28,42.39
39117,38.07,41.62
39119,35.59,41.96
39121,42.68,44.4
39123,40.41,40.72
39125,37.98,40.28
39127,38.76,43.67
39129,41.43,42.66
39131,38.88,46.14
39133,37.11,36.16
39135,37.06,37.99
39137,39.35,37.82
39139,38.46,41.78
39141,36.63,44.72
39143,38.35,43.0
39145,42.57,44.29
39147,37.89,41.1
39149,37.27,38.64
39151,38.75,39.53
39153,35.79,35.7
39155,35.76,39.0
39157,40.34,40.08
39159,40.33,37.28
39161,37.06,39.64
39163,39.72,45.84
39165,35.55,30.77
39167,41.46,37.35
39169,38.7,36.35
39171,37.19,36.65
39173,38.4,39.19
39175,38.95,38.4
40001,40.94,45.88
40003,37.74,39.34
40005,39.58,41.84
40007,36.88,36.91
40009,38.28,37.92
40011,40.67,39.18
40013,38.79,38.68
40015,40.72,42.62
40017,37.15,35.97
40019,37.96,39.09
40021,39.49,43.1
40023,39.52,42.63
40025,38.51,40.23
40027,37.26,36.81
40029,41.89,44.43
40031,36.62,42.74
40033,38.76,41.38
40035,40.48,44.95
40037,37.95,42.73
40039,37.72,38.1
40041,40.41,41.08
40043,37.51,37.34
40045,34.84,34.84
40047,37.77,39.57
40049,40.94,39.5
40051,40.22,43.83
40053,39.05,39.49
40055,38.04,41.07
40057,38.45,43.59
40059,36.28,36.44
40061,40.9,42.57
40063,44.23,45.7
40065,34.78,40.83
40067,38.93,41.31
40069,40.45,40.93
40071,39.63,41.85
40073,38.69,37.44
40075,37.72,40.52
40077,38.06,39.9
40079,37.92,39.81
40081,37.83,41.77
40083,40.33,41.02
40085,37.89,38.98
40087,38.84,39.13
40089,40.65,43.28
40091,41.34,42.01
40093,37.46,36.78
40095,39.99,39.96
40097,40.92,42.2
40099,43.35,40.84
40101,36.23,42.25
40103,39.27,40.11
40105,39.56,44.97
40107,41.38,46.2
40109,35.96,38.0
40111,38.18,42.41
40113,37.93,43.87
40115,38.56,44.34
40117,37.43,41.41
40119,36.43,36.34
40121,40.86,40.2
40123,40.27,41.39
40125,40.41,43.01
40127,40.03,42.32
40129,36.3,36.25
40131,36.8,39.39
40133,43.43,43.58
40135,39.83,42.46
40137,37.09,38.41
40139,37.07,39.0
40141,38.46,44.33
40143,34.04,37.33
40145,37.1,38.8
40147,35.84,39.3
40149,39.38,37.46
40151,35.77,36.81
40153,36.44,36.22
41001,35.73,35.25
41003,31.81,31.87
41005,35.02,31.48
41007,35.52,35.0
41009,38.23,37.43
41011,36.84,41.52
41013,35.1,35.8
41015,36.84,36.71
41017,27.35,28.46
41019,35.25,40.97
41021,39.39,36.7
41023,34.88,34.88
41025,34.97,35.15
41027,34.77,35.55
41029,31.84,32.34
41031,35.41,41.94
41033,36.04,36.58
41035,31.48,37.16
41037,33.33,35.16
41039,33.0,33.89
41041,35.95,38.04
41043,34.79,38.52
41045,35.68,38.9
41047,36.2,40.18
41049,40.34,40.64
41051,27.72,32.18
41053,38.81,39.25
41055,39.27,36.78
41057,37.05,35.8
41059,39.7,43.18
41061,35.61,35.62
41063,35.07,35.5
41065,40.04,39.99
41067,31.95,31.93
41069,35.56,35.63
41071,37.44,36.31
42001,36.73,37.76
42003,35.47,35.46
42005,39.03,38.31
42007,38.43,40.8
42009,40.81,40.5
42011,36.15,37.5
42013,38.3,42.8
42015,36.78,41.33
42017,32.55,30.4
42019,36.22,36.21
42021,42.1,42.36
42023,39.14,40.02
42025,37.75,39.6
42027,32.39,37.57
42029,31.82,29.46
42031,37.59,38.31
42033,38.29,40.04
42035,37.42,41.21
42037,38.5,42.38
42039,33.88,40.01
42041,34.31,33.74
42043,35.86,42.68
42045,32.89,34.04
42047,36.56,36.74
42049,34.04,39.61
42051,41.16,42.9
42053,39.36,42.25
42055,38.49,39.75
42057,39.77,41.44
42059,39.28,44.22
42061,37.37,39.77
42063,37.59,38.14
42065,36.66,37.11
42067,39.43,43.84
42069,33.73,34.93
42071,35.72,39.38
42073,37.92,39.36
42075,39.41,39.48
42077,34.32,37.3
42079,37.69,37.09
42081,36.92,40.86
42083,37.78,36.61
42085,37.04,39.07
42087,39.79,41.57
42089,35.23,36.82
42091,30.71,29.99
42093,25.2,30.65
42095,35.98,37.5
42097,40.67,43.04
42099,36.68,43.3
42101,32.66,43.93
42103,36.64,36.11
42105,37.64,39.96
42107,39.18,41.37
42109,39.99,41.56
42111,39.16,43.67
42113,38.27,41.58
42115,37.25,39.26
42117,37.91,41.1
42119,35.45,39.25
42121,36.49,40.43
42123,36.27,37.94
42125,39.35,38.12
42127,35.91,36.69
42129,36.26,35.15
42131,36.74,40.68
42133,39.31,38.7
44001,30.28,27.26
44003,33.77,33.43
44005,29.37,27.29
44007,33.92,36.16
44009,29.98,27.79
45001,38.54,42.5
45003,37.91,42.23
45005,43.17,57.95
45007,35.38,38.2
45009,41.55,54.15
45011,41.99,48.71
45013,29.7,28.33
45015,37.45,48.56
45017,39.14,47.52
45019,30.27,36.39
45021,35.18,43.78
45023,39.79,46.4
45025,36.74,44.67
45027,41.01,51.96
45029,38.28,49.57
45031,34.27,47.03
45033,41.3,52.62
45035,36.39,37.85
45037,40.83,47.0
45039,40.91,49.96
45041,34.86,46.53
45043,35.55,42.95
45045,34.36,35.44
45047,38.83,41.96
45049,42.23,51.19
45051,36.57,36.66
45053,40.25,51.21
45055,33.8,42.04
45057,36.99,41.68
45059,39.96,46.31
45061,39.21,56.05
45063,35.26,39.35
45065,41.29,48.76
45067,37.03,51.08
45069,40.79,54.27
45071,41.08,45.4
45073,36.01,38.14
45075,39.35,52.29
45077,33.9,34.91
45079,33.32,41.21
45081,39.08,42.5
45083,32.87,36.94
45085,37.7,46.36
45087,40.3,45.33
45089,40.65,55.08
45091,34.59,36.85
46003,37.91,36.16
46005,40.74,35.53
46007,37.2,47.96
46009,37.67,36.84
46011,33.28,33.42
46013,35.13,35.53
46015,35.64,36.1
46017,38.32,53.61
46019,35.32,35.99
46021,38.48,37.72
46023,37.07,41.9
46025,37.15,35.32
46027,37.0,35.18
46029,35.39,34.5
46031,37.46,49.23
46033,35.32,33.94
46035,40.28,35.67
46037,36.17,37.64
46039,36.77,36.08
46041,41.0,53.21
46043,40.85,38.9
46045,36.95,36.57
46047,35.21,35.6
46049,37.85,37.62
46051,37.42,36.55
46053,36.17,37.59
46055,33.16,32.56
46057,36.5,36.18
46059,37.42,34.88
46061,38.76,35.89
46063,37.02,37.48
46065,35.96,36.13
46067,38.96,37.39
46069,38.09,38.34
46071,38.37,46.55
46073,37.04,35.66
46075,36.64,36.48
46077,36.4,34.31
46079,34.99,33.51
46081,32.62,30.53
46083,34.43,33.34
46085,38.02,43.64
46087,35.82,34.22
46089,39.7,40.76
46091,37.16,38.24
46093,33.55,34.4
46095,38.86,49.06
46097,34.67,33.76
46099,36.5,34.53
46101,35.61,35.79
46103,33.83,32.14
46105,36.51,37.02
46107,35.82,34.99
46109,37.59,41.68
46111,39.63,36.77
46113,40.05,57.74
46115,37.5,35.48
46117,36.43,35.71
46119,36.38,35.34
46121,38.75,55.27
46123,36.51,38.2
46125,38.08,35.02
46127,36.44,35.05
46129,36.94,38.37
46135,37.04,33.57
46137,38.58,54.12
47001,36.02,37.72
47003,40.82,42.75
47005,40.45,41.52
47007,41.16,42.27
47009,34.85,37.44
47011,36.77,38.12
47013,40.47,44.28
47015,38.84,42.48
47017,38.41,45.56
47019,36.74,41.32
47021,38.15,38.61
47023,39.37,46.5
47025,40.24,41.0
47027,41.69,45.11
47029,38.51,43.11
47031,37.0,41.16
47033,38.18,44.96
47035,37.56,35.23
47037,32.02,38.39
47039,39.14,41.34
47041,39.95,41.57
47043,37.56,39.07
47045,37.57,43.93
47047,38.95,44.59
47049,43.07,41.96
47051,38.08,40.12
47053,38.27,43.92
47055,40.81,42.6
47057,40.86,41.09
47059,35.67,44.14
47061,42.63,44.8
47063,37.16,39.72
47065,36.24,36.57
47067,40.2,45.18
47069,41.55,52.14
47071,37.01,41.41
47073,37.46,42.03
47075,39.99,51.96
47077,38.71,43.38
47079,36.93,41.64
47081,40.71,40.78
47083,39.22,40.83
47085,39.32,39.07
47087,41.91,43.8
47089,37.51,35.39
47091,37.86,42.61
47093,33.46,35.26
47095,43.42,52.09
47097,40.72,49.85
47099,39.16,39.43
47101,40.47,40.96
47103,39.78,40.48
47105,35.97,37.06
47107,37.48,40.4
47109,37.28,43.65
47111,40.09,42.28
47113,34.98,45.98
47115,40.05,39.74
47117,40.84,41.13
47119,39.25,40.22
47121,40.07,41.63
47123,37.52,43.79
47125,36.32,39.26
47127,40.53,41.01
47129,39.74,39.92
47131,39.55,42.75
47133,41.38,41.77
47135,40.65,40.65
47137,40.02,41.61
